Sort,nt_acc,genome_segment_length_bp
4753,KT945134.1,7707.0
9580,EF485030.1,984.0
9810,KP863799.1,6391.0
4752,HQ625441.1,7724.0
9610,KJ867188.1,902.0
9605,KX817335.1,967.0
4536,X55965.1,7861.0
12602,MF327539.1,1964.0
9804,EU725771.1,6402.0
9567,JQ675601.5,940.0
9566,KX817338.1,982.0
9565,KX817320.1,991.0
9564,U47137.1,986.0
9563,HM007350.1,991.0
8627,MF135781.1,8810.0
9576,HQ734824.1,877.0
9575,EU294510.1,892.0
12575,MH648989.1,2854.0
9574,KX817323.1,965.0
4537,X74473.1,7823.0
9845,KP966616.1,6403.0
4556,AJ620205.1,7975.0
4592,FM955842.1,7412.0
8848,EF095490.1,15486.0
8869,AY729016.1,14886.0
9836,JF939846.1,6403.0
6453,DQ838630.2,667.0
9841,X68414.1,6404.0
9052,KP324827.1,12659.0
4589,EU410349.1,7384.0
9634,HE795098.1,894.0
4596,HE963025.1,7443.0
9516,KJ867182.1,1096.0
9517,EU564828.1,921.0
4390,MG654482.1,5034.0
8912,JQ941707.1,15444.0
8911,JQ941664.1,15442.0
4702,GU117632.1,7125.0
9624,KP691629.1,947.0
4586,X74464.1,7434.0
12731,EU493299.1,279.0
12731,EU493302.1,279.0
4595,GQ845444.1,7397.0
12731,EU493300.1,279.0
9065,AY840978.1,11440.0
4605,Y15176.1,7427.0
12731,EU493297.1,279.0
12731,EU493298.1,279.0
4603,X74468.1,7412.0
6456,GU733452.1,765.0
12731,EU493301.1,279.0
4826,KU519392.1,7402.0
4704,JX444072.1,7129.0
12244,U23770.1,3314.0
4646,GU384895.1,7582.0
4703,GU129016.1,7164.0
4701,KT698166.1,7154.0
4413,KR065722.1,5068.0
4720,KP692114.1,7137.0
12742,EU493307.1,279.0
4719,U31789.1,7100.0
12747,EU493321.1,279.0
4672,JX123128.1,7891.0
4740,HM999990.1,7353.0
9267,KP867642.1,7170.0
12571,MH648907.1,2550.0
4741,HM999991.1,7360.0
9257,KC669693.1,7184.0
4730,U31790.1,7184.0
12587,MH649017.1,2810.0
12739,EU493326.1,279.0
9238,MZ065536.1,7187.0
4588,EU410348.1,7423.0
12580,MH648986.1,2368.0
12593,MH649209.1,2381.0
4761,DQ180494.1,8078.0
4659,JF304765.1,7596.0
4758,AY904722.1,8233.0
4661,JF304767.1,7664.0
4533,GQ244463.1,8069.0
4657,HQ293213.1,7584.0
4709,GU117631.1,7182.0
4733,DQ080081.1,7259.0
4494,X62844.1,7902.0
4601,U31786.1,7421.0
4726,KM085343.1,7278.0
12650,MF327557.1,2663.0
12760,AB289977.1,2997.0
4737,GQ845445.1,7329.0
4527,AF349909.1,7983.0
12572,KF764701.1,2853.0
4743,JX413110.1,7417.0
4742,JF906559.1,7352.0
12642,KF373760.1,2149.0
4774,JN709470.1,7853.0
4738,GU117629.1,7333.0
58,HQ878327.2,132233.0
10284,AY646856.2,7500.0
10279,HM002617.1,7433.0
10283,DQ058829.1,7427.0
10282,AF182760.1,7320.0
10280,X86560.1,7431.0
9241,KP050226.1,7263.0
9251,AY358022.2,7114.0
9262,AY358021.2,7196.0
11773,L06906.1,9202.0
9056,JX297815.1,11892.0
4401,KR075943.1,5318.0
4765,KJ410351.1,8194.0
9258,FJ952385.1,7163.0
4766,HQ585856.1,8344.0
10265,AY082891.1,7453.0
85,MH036941.1,136380.0
9274,J04340.1,7102.0
12653,MF327547.1,2114.0
9277,AY924395.1,7132.0
9529,JX983192.1,984.0
9269,EU627613.1,7088.0
9270,AY494081.1,7089.0
4725,KJ130020.1,7314.0
4757,AF480454.1,8300.0
9240,AF427517.1,6997.0
4604,X74469.1,7427.0
9234,AY216502.2,7053.0
9235,AY216517.2,7046.0
9237,AY924390.1,7102.0
4597,HF930491.1,7359.0
9249,AY358024.2,7081.0
8588,MN025520.1,11272.0
4568,FM955837.2,7466.0
9247,EU627611.1,7038.0
4760,AY904724.1,8103.0
9275,AY924393.1,7141.0
4675,KU519396.1,7149.0
4524,U31793.1,7989.0
4680,KU350625.1,8082.0
4674,KU519394.1,7253.0
6525,KF809668.1,1124.0
4671,EU796884.1,7899.0
12677,MK012467.1,1833.0
4513,GU014532.1,8060.0
4512,DQ080082.1,8035.0
4488,M73236.1,7917.0
6536,JF811580.1,1603.0
6537,AF218360.1,1617.0
4509,U37488.1,7759.0
6535,AY357730.1,1600.0
10264,DQ013304.1,7454.0
4711,HG421739.1,7228.0
4706,KT698168.1,7192.0
4710,HM999987.1,7293.0
11668,AF056940.1,6868.0
9490,KX161720.1,1256.0
9282,MG976577.1,7049.0
12573,JX134046.1,2915.0
4804,KF857586.1,7519.0
12626,MF327544.1,2096.0
12244,M22245.1,4333.0
4746,HM999999.1,7224.0
4598,HM999997.1,7375.0
10260,Z69620.1,7442.0
4751,U01834.1,7687.0
4708,JN171845.1,7240.0
9252,MK935152.1,7284.0
10263,JQ347522.1,7656.0
4731,U31792.1,7313.0
4707,GU225708.1,7259.0
4736,EU541441.1,7346.0
12569,JX134044.1,2912.0
9245,AY216519.2,7106.0
4728,KR816174.1,7268.0
4529,AJ400628.2,7998.0
4526,AF293960.1,7948.0
4580,U31782.1,7452.0
4802,KJ173785.1,7637.0
9914,V01099.1,1027.0
4764,AY763115.1,8170.0
4532,DQ080083.1,8078.0
4531,AY395706.1,8092.0
4759,AY904723.1,8321.0
4827,KT932712.1,7409.0
4796,JX141478.1,8228.0
4712,HM999998.1,7265.0
4496,X94165.1,7700.0
9473,KR149247.1,973.0
4722,KC862318.1,7228.0
4799,KF006988.1,7985.0
4495,X74476.1,7723.0
9480,KX817332.1,976.0
11770,U21603.1,7732.0
4715,JX429973.1,7329.0
4716,JX413109.1,7238.0
4658,KC858264.1,7574.0
10261,M67473.1,7437.0
4525,AF151983.1,8104.0
4492,U31788.1,7833.0
12723,AJ632325.1,13597.0
4797,JX972168.1,7583.0
4690,HM999994.1,7374.0
4684,KF006400.1,7297.0
4685,KT698167.1,7298.0
4843,AY148187.1,5499.0
6527,JX145334.1,1568.0
6526,JX478266.1,1568.0
12723,AJ632330.1,41573.0
4705,KJ913662.1,7184.0
4575,JF304768.1,7480.0
4762,D55633.1,8607.0
4744,EU541442.1,7227.0
12655,MF327542.1,2078.0
9585,KX817326.1,1077.0
4572,GQ845446.1,7489.0
9597,KX817329.1,969.0
4763,FJ492744.1,8242.0
4748,KC862317.1,7204.0
4594,GQ845442.1,7304.0
4750,GU233853.1,7219.0
9655,EU622820.2,978.0
4745,GQ845441.1,7251.0
4747,JX413106.1,7233.0
4600,U31781.1,7324.0
4566,AY382778.1,7450.0
4727,HG530535.1,7324.0
6224,JX185428.1,2208.0
4724,KC108721.1,7226.0
8928,KM205005.1,13294.0
9535,U31989.1,976.0
9534,KX817314.1,978.0
12597,AB026929.1,2897.0
4794,KT272399.1,8007.0
4801,KC858266.1,8249.0
4693,HM999988.1,7319.0
12652,MF327548.1,2115.0
4749,FJ804072.1,7184.0
4828,AF498323.1,7610.0
4819,AB543507.1,7251.0
9242,EU260464.1,7107.0
4723,KF006399.1,7203.0
4695,HM999993.1,7384.0
4700,HM011570.1,7181.0
4790,KP205503.2,7771.0
4698,KF006398.1,7261.0
4732,EF467176.1,7326.0
4729,KP692115.1,7291.0
9259,AB586645.1,7230.0
4793,FJ492742.1,7955.0
4822,KX098515.1,7282.0
9248,KJ855307.1,7264.0
9260,AB972431.1,7284.0
4528,AF436128.1,8078.0
4530,AJ620209.1,8070.0
10932,KY312544.1,7917.0
4539,AB027020.1,7700.0
11999,EU732592.1,296.0
4511,AY057438.1,8033.0
6540,KF692095.1,1659.0
6539,EU252582.1,1636.0
6538,AB914766.1,1637.0
4567,EF028290.1,7588.0
4593,FN677756.1,7386.0
4691,KC108722.1,7356.0
8628,MG599939.1,8989.0
4555,AF419318.1,7966.0
4688,GU117630.1,7388.0
4686,X70829.1,7308.0
4687,GQ845443.1,7342.0
4430,MG701352.1,5338.0
12599,AF291073.1,2910.0
10941,MG600094.1,7504.0
4806,KU963288.1,8155.0
10940,KF183915.1,7746.0
4807,KP757765.1,7773.0
4563,X74477.1,7879.0
10863,KF006985.1,8052.0
9665,MH484338.1,984.0
12596,AB041962.1,2908.0
4564,X74481.1,7942.0
9688,MW274745.1,1504.0
9689,MW274748.1,1617.0
4571,GQ246951.1,7597.0
10923,MH760796.1,6703.0
10924,DQ226541.1,7711.0
4789,KP205502.1,7622.0
9032,KM205004.1,11422.0
10921,KJ000696.1,8976.0
10926,DQ256132.1,7790.0
4803,MF168943.1,7654.0
10934,MK443503.1,7862.0
10933,KY312545.1,7104.0
9273,AB972429.1,7149.0
4642,KF741371.1,7467.0
4721,JX413107.1,7233.0
9271,DQ328876.1,7325.0
8920,KM205022.1,12403.0
9268,AY216514.2,7184.0
4660,JF304766.1,7657.0
12664,MF173068.1,2782.0
5044,AJ304456.1,1821.0
12687,KM434181.1,2367.0
4713,HM999989.1,7236.0
4714,HM999996.1,7271.0
8773,MN045233.1,12659.0
4683,AJ620210.1,7337.0
4694,HM999992.1,7341.0
4689,GU117633.1,7358.0
12579,MH649141.1,2668.0
12576,MH648910.1,1871.0
9254,U73034.2,7279.0
9253,MZ065540.1,7216.0
4621,EF584537.1,7742.0
4699,KP692116.1,7344.0
4735,FM212639.1,7149.0
4611,AY382779.2,7438.0
9246,MT078839.1,7238.0
4697,JX413105.1,7252.0
10817,JX627573.1,8059.0
10965,EU854568.1,7436.0
10800,MF352412.1,7510.0
9239,AY358026.2,7133.0
10964,AF538689.1,7495.0
10962,AF327920.2,7590.0
10967,KY432929.1,7631.0
10968,HF677705.1,7537.0
10969,KF006989.1,7066.0
10970,KY645497.1,7964.0
10971,MG600084.1,7471.0
8596,MW291694.1,10976.0
8915,HM856902.1,14717.0
9510,KC608154.1,961.0
10466,KJ641697.1,7048.0
9487,JX846604.1,948.0
8904,JN935380.1,14627.0
10803,KY432932.1,7999.0
10465,KJ641685.1,6624.0
10966,LC133331.1,7603.0
8930,KM204993.1,13106.0
8924,KM204989.1,13209.0
10802,KY432935.1,7935.0
9915,J02095.1,1557.0
101,AY186194.1,221454.0
12598,AB038627.1,2952.0
4682,X70827.1,7353.0
4534,X94164.1,7988.0
4423,MK883808.1,5464.0
4734,DQ080078.1,7263.0
12759,AB291207.1,6145.0
12759,AB291203.1,5530.0
4692,AB646346.1,7326.0
12759,AB291192.1,4720.0
4696,JN211193.1,7286.0
4602,U31787.1,7400.0
4612,FN677755.1,7436.0
4618,JQ754321.1,7890.0
4619,KT326919.1,7810.0
4607,FJ947080.1,7476.0
4616,JF800656.1,7873.0
12581,KY462770.1,2880.0
4615,FJ492743.1,7810.0
12578,KX810063.1,2830.0
4599,U31780.1,7368.0
4590,FM955839.1,7380.0
4614,DQ295066.1,7801.0
4754,JF755418.1,7704.0
4718,JX413108.1,7214.0
10432,KY512802.1,7618.0
9633,MF066370.1,946.0
10434,JF973687.1,6964.0
10433,MF352410.1,7407.0
4717,JX413104.1,7212.0
9329,MN510770.1,3804.0
10426,KM396707.1,7687.0
10428,MK882499.1,6821.0
10427,KM396708.1,7593.0
10430,KP054273.1,6855.0
12663,AB076002.1,2797.0
10436,KY855435.1,8170.0
4579,U31779.1,7779.0
4570,FM955841.1,7667.0
4573,GU014533.1,7686.0
9030,MH899110.1,11705.0
4608,Y15173.1,7537.0
4609,Y15174.1,7549.0
9250,DQ328878.1,7316.0
9643,KX100130.1,948.0
10437,KY432924.1,8422.0
10439,DQ641257.1,7310.0
9263,KP867641.1,6840.0
10438,KY432934.1,8468.0
9644,KX100109.1,948.0
10895,MG600090.1,7400.0
12760,AB289984.1,3130.0
10401,JN867759.1,6950.0
9507,D00353.1,961.0
9509,AY593727.1,940.0
10402,JN867756.1,6635.0
9512,EU564830.1,942.0
9518,KX100133.1,950.0
9519,EU879062.3,950.0
9520,KX100118.1,951.0
9521,KX100127.1,945.0
12582,KM259873.1,2914.0
9572,MH484326.1,951.0
9501,MH370826.1,951.0
9497,MH370823.1,949.0
9477,MH484341.1,853.0
9478,KU159764.1,929.0
4781,GQ180114.1,7378.0
4798,KF147892.1,7616.0
9609,MH015350.1,951.0
9559,KF234073.1,970.0
10414,JN867758.1,6656.0
10230,KX883628.1,24648.0
9552,MH484350.1,851.0
9570,MH484308.1,939.0
9571,MG696865.2,952.0
10232,KX883627.1,29385.0
4913,GU214706.1,4615.0
10824,MG600070.1,8173.0
12686,MF541378.1,2605.0
12680,MF541389.1,2325.0
6587,KM516906.1,6959.0
10979,KP770140.1,9246.0
10931,KX644937.1,7085.0
9883,KM817764.1,1830.0
12760,AB289987.1,3157.0
4578,U31778.1,7757.0
4587,EF422221.1,7562.0
4585,X74471.1,7713.0
4584,X74470.1,7685.0
4581,U31785.1,7722.0
4783,HQ625440.1,7589.0
7259,X77156.1,3107.0
12759,AB291191.1,4562.0
12727,AY875689.1,17355.0
12727,AY875687.1,15058.0
7257,X02396.1,3106.0
12760,AB289939.1,2452.0
6770,X04129.1,11442.0
12760,AB289935.1,2380.0
8648,KX371887.2,18300.0
10825,MG600074.1,8332.0
10978,KJ641698.1,7264.0
10865,EU787450.2,8210.0
10915,MG846481.1,9075.0
10916,MG846484.1,9471.0
10899,KJ158169.1,8931.0
12628,KR137527.1,2218.0
12759,AB291209.1,8851.0
9686,MT153396.1,1611.0
10902,KX783424.1,8898.0
10900,KX783423.1,8938.0
10914,KY069112.1,9253.0
10849,JQ691613.1,8496.0
10837,KT452691.1,6929.0
10917,MG846482.1,9240.0
10873,MF358731.1,8051.0
10838,KT452714.1,7333.0
10858,KY432931.1,8184.0
10898,JF973686.3,8749.0
4606,X74480.1,7560.0
10919,MG600091.1,8049.0
10920,MG600083.1,8343.0
10875,KY369299.1,9840.0
10846,MH368041.1,8298.0
10831,KT452644.1,7632.0
4582,X74466.1,7673.0
10309,KF843822.1,10192.0
4569,FM955838.1,7698.0
10874,KC663628.1,9700.0
4565,M17463.1,7746.0
10836,KT452729.1,7151.0
10908,KM023140.1,7998.0
10856,KJ934637.1,8251.0
4577,M32305.1,7726.0
10910,KT880665.1,9883.0
4574,HM999995.1,7715.0
10905,KX156156.1,8821.0
10864,GU245693.2,8378.0
10835,KT452730.1,7399.0
10903,KX783425.1,9112.0
12760,AB289991.1,3343.0
12727,AY875688.1,15218.0
10912,KY069113.1,9128.0
12760,AB289937.1,2408.0
12727,DQ000240.1,34334.0
4626,JX899359.1,7776.0
10819,KY312540.1,7443.0
10833,KT452685.1,7563.0
12661,MG837571.1,2127.0
10854,JF755427.1,8198.0
10876,KY369300.1,10101.0
10883,KY488458.1,8541.0
4814,AY956402.1,7866.0
4624,JF800657.1,7774.0
9265,AY772169.1,7271.0
10851,MG600089.1,7969.0
10852,AB040749.1,8280.0
9266,EU914104.1,7207.0
10832,KT452735.1,7406.0
10830,KT452637.1,7656.0
10884,MF405436.1,9702.0
10885,MG600081.1,7994.0
10829,KT452742.1,7570.0
11764,M32690.1,8482.0
10889,MF977321.1,9130.0
12536,MN994854.1,2510.0
10893,MH255796.1,7601.0
11754,X00984.1,1329.0
10878,KC811837.1,9192.0
10879,KF961186.1,9560.0
10877,KC876003.1,9101.0
10891,MG600108.1,9218.0
6309,LK931484.1,2121.0
12565,EF538881.1,2871.0
10881,MG846465.1,9577.0
10890,MG600106.1,9196.0
10818,MG600103.1,8318.0
10870,KJ641686.1,7555.0
10840,KT452658.1,7810.0
10892,KU977108.1,7653.0
10882,HM751199.1,9075.0
4506,GQ227670.1,8014.0
6248,LK931483.1,2152.0
4666,KC858265.1,7711.0
4625,JQ701802.1,7826.0
12759,AB291166.1,2857.0
4623,HQ262536.1,7784.0
4591,FM955840.1,7386.0
12760,AB289983.1,3117.0
4487,X74475.1,7961.0
9213,LC514055.1,12756.0
12759,AB291182.1,4144.0
12760,AB289940.1,2454.0
12759,AB291181.1,4126.0
10985,MF041809.1,11851.0
10994,MF041808.1,12102.0
12759,AB291193.1,4729.0
12760,AB289965.1,2819.0
10991,MF041810.1,11900.0
12759,AB291196.1,5047.0
10992,KX883910.1,12155.0
12606,EF538877.1,2019.0
12609,JF304937.1,2039.0
11677,X04132.1,6897.0
12759,AB291179.1,3957.0
4538,X74472.1,7855.0
122,KY355735.1,173861.0
36,FJ940765.3,248526.0
6740,MK353339.2,12096.0
4545,X74483.1,7844.0
4544,X74482.1,7856.0
4543,U31794.1,7824.0
4542,X74474.1,7852.0
10304,MW548506.1,9096.0
8933,KM204988.1,13205.0
10304,MW281483.1,9047.0
12605,AB076003.1,2064.0
12600,AB038625.1,2915.0
12760,AB289979.1,3036.0
4782,GU808564.1,7510.0
11518,KX058433.1,3260.0
9058,KM204997.1,13141.0
9503,KM280937.1,1034.0
4780,DQ269468.1,7393.0
9606,MG029289.1,1003.0
4665,KC858263.1,7668.0
5157,JX569794.1,1719.0
9551,MK896565.1,994.0
9619,MK896516.1,1068.0
9588,MK896439.1,1084.0
5231,GQ351273.1,2640.0
9527,MG029277.1,1109.0
9482,MG029271.1,1082.0
9620,MK896475.1,1094.0
9685,MN661016.1,1529.0
10980,KP230449.1,8003.0
5078,DQ172906.1,2063.0
12723,AJ632326.1,15279.0
9645,MH484332.1,943.0
9692,MH822968.1,2069.0
12760,AB289950.1,2598.0
12607,MK069470.1,2003.0
4552,X74479.1,7858.0
5247,MH616866.1,2528.0
4662,KP861980.1,7722.0
7262,GQ342965.1,3107.0
7260,JF461541.1,3107.0
7258,AF329080.1,3096.0
6458,JQ920008.1,1295.0
12670,MF327552.1,2244.0
9627,MK896498.1,1316.0
12426,KY608910.1,183261.0
9569,KJ867203.1,975.0
12689,LC387536.1,2483.0
10306,EU035616.1,9505.0
12727,AY875683.1,7823.0
12564,EF538880.1,2887.0
6481,MF511052.1,1398.0
144,MG452721.1,109717.0
8569,MH708020.1,14670.0
8570,KM817609.1,6808.0
9684,KP710267.1,1527.0
10307,JN870848.1,9501.0
10310,AY365064.1,9394.0
12608,JF304938.1,2012.0
12759,AB291168.1,3225.0
4791,AY684126.1,7428.0
12760,AB289926.1,2262.0
12759,AB291198.1,5070.0
6588,LC057247.1,6870.0
6589,JN998606.1,6854.0
10317,JN091707.1,10347.0
6593,MN547623.1,9621.0
12723,AJ632311.1,5032.0
9335,JX465388.1,324.0
10319,KF751885.1,10176.0
12759,AB291184.1,4188.0
6266,LK931485.1,2259.0
10308,EF517277.1,10180.0
10305,AJ489744.2,10140.0
12760,AB290000.1,4059.0
6433,KC853051.1,790.0
12760,AB290007.1,5156.0
12760,AB290003.1,4459.0
11113,KX024775.1,10913.0
4613,GU014531.1,7632.0
10313,JF720348.1,9655.0
10312,KJ629170.1,10044.0
12585,AB038630.1,2897.0
12759,AB291170.1,3385.0
12736,Z31378.2,17789.0
12729,EU001284.1,12859.0
10316,AF092924.1,8832.0
12727,AY887894.1,13279.0
8889,KM204991.1,12026.0
9684,KP710264.1,4274.0
10223,KY369959.1,20949.0
9196,KF947078.1,13534.0
4779,DQ664501.1,7522.0
12760,AB289927.1,2285.0
12662,KX262893.1,2409.0
71,MT900474.1,127227.0
9562,KR260740.1,993.0
8812,MG203877.1,18081.0
4773,GU117621.1,7596.0
9689,MW274747.1,4210.0
8862,MG600059.1,15043.0
8997,HQ003891.1,11492.0
12637,MK212032.1,2919.0
8992,KM205020.1,11169.0
10287,U76874.2,8284.0
10213,KJ125489.1,19917.0
33,DQ665917.1,220859.0
12759,AY935249.1,3153.0
12584,KX810064.1,2938.0
9352,JX465377.1,330.0
9688,MW274744.1,4199.0
4946,MK014742.1,5155.0
9368,AJ011649.1,333.0
10216,KT966495.2,20398.0
12641,HQ287751.1,2164.0
9671,KP792688.1,854.0
12723,AJ632324.1,26062.0
8916,MH507505.1,14932.0
9180,AF104985.2,11034.0
10311,AB000906.1,9650.0
9182,L40883.1,11131.0
4554,X74463.1,8027.0
4557,X74478.1,7909.0
10222,KT966491.1,19867.0
8908,MH507506.1,15025.0
8583,KM817594.1,10877.0
8580,KU230451.1,11163.0
6585,MG020024.1,6974.0
10219,JQ957873.1,19979.0
12632,KF294862.1,2282.0
4483,KX643371.1,7299.0
12759,AB291175.1,3638.0
12759,AB291208.1,6654.0
9927,MN241413.1,1022.0
10292,AF277675.1,10205.0
10296,AF536531.1,9812.0
6567,KX589065.1,6660.0
6284,KJ641737.1,2153.0
12591,MH648966.1,2407.0
6581,AB573435.2,7267.0
6582,AB602441.1,7261.0
8589,KM460042.1,10795.0
12656,MF327550.1,2199.0
12759,AB291174.1,3591.0
9913,KU751823.1,465.0
6583,KJ496143.1,7224.0
6584,KX387865.1,7223.0
12723,AJ632314.1,12903.0
12723,AJ632312.1,15959.0
9642,MH484329.1,1019.0
10897,MG600093.1,7947.0
12723,AJ632331.1,20197.0
6529,GQ258986.1,808.0
12674,MK012527.1,1835.0
12555,AB038621.1,3676.0
6580,EF077630.1,7261.0
4664,GU117623.1,7348.0
9686,MT153439.1,4251.0
9286,KR870022.1,6787.0
9395,AM998807.1,343.0
6575,KF951328.2,7002.0
9660,MK896448.1,963.0
9284,JQ717261.1,6812.0
12760,AB289915.1,2066.0
9399,KP013556.1,347.0
12760,AB289911.1,1963.0
12760,AB289934.1,2358.0
4787,AY609301.1,7722.0
12660,MG837569.1,2028.0
9288,KR870023.1,6830.0
12760,AB289918.1,2080.0
9289,KC508670.1,6932.0
12256,AF083132.1,34094.0
4788,JN709473.1,7855.0
4775,JN709471.1,7895.0
9290,KF297881.1,6935.0
12620,EF538876.1,2454.0
4813,JN709472.1,7783.0
12759,AB291199.1,5108.0
9283,JQ717263.1,6922.0
12759,AB291200.1,5298.0
12619,EF538875.1,2002.0
4812,JN709469.1,7792.0
12243,MF198452.1,34364.0
12649,KT027939.1,2568.0
9287,KR870029.1,6903.0
12556,AY666122.2,3748.0
12727,AY875684.1,10790.0
12614,AB303562.1,3187.0
5203,KM573769.1,2575.0
11469,FM213330.1,2756.0
12759,AB291186.1,4247.0
12669,MF327551.1,2208.0
12760,AB289962.1,2775.0
12759,AB291201.1,5328.0
12673,MK012447.1,1996.0
9053,KY073493.1,13296.0
4647,EU503122.1,7802.0
8800,MG600058.1,16560.0
8923,KM205016.1,13155.0
12759,AB291167.1,3213.0
8768,LC585887.1,8799.0
8581,BK061669.1,6708.0
4469,D13942.1,4697.0
9913,KU751822.1,548.0
11772,M58410.1,9623.0
9690,KP710243.1,1745.0
9536,KU178985.1,1114.0
6542,KC852161.1,1554.0
12759,AB291165.1,2851.0
12760,AB289957.1,2723.0
4640,HQ912791.1,7906.0
4639,HQ912790.1,7679.0
11743,AF033822.1,12708.0
8919,KM205002.1,13038.0
8921,KM205011.1,13104.0
4856,FJ810126.1,5759.0
4932,JQ923422.1,5543.0
9285,KX527582.1,6917.0
12612,AB303560.1,3175.0
42,MG271984.1,142925.0
8578,MT153494.1,2182.0
5217,MF669478.1,2717.0
6170,HQ335086.1,2238.0
12627,M55918.1,2319.0
12723,AJ632313.1,14286.0
8691,MK618655.1,11561.0
9914,J02150.1,890.0
9579,KT820204.1,1023.0
150,KP136799.1,117276.0
12551,AB049608.1,3322.0
10982,KX883688.1,11081.0
4854,AF192260.1,5454.0
9183,AF147498.1,11550.0
12287,AF258784.1,33501.0
9181,Y18263.1,11158.0
12624,AB303558.1,3223.0
9915,J02096.1,1096.0
6579,AF082843.1,7207.0
5218,KM573772.1,2565.0
12760,AB289988.1,3243.0
9936,MZ458543.1,6647.0
12625,AB303559.1,3187.0
6578,KX578717.1,7159.0
6576,M73218.1,7207.0
70,MT900475.1,141859.0
11726,M37980.1,7286.0
12611,AB290917.1,3245.0
12629,HM590588.1,2383.0
4678,AF457465.1,7841.0
12743,Y19010.1,467.0
9861,KM817733.1,1789.0
8864,MG600057.1,21523.0
12613,AB303561.1,3198.0
12736,AM261426.1,22343.0
12736,AJ627175.1,21376.0
12618,AB290919.1,3253.0
12737,EU001257.1,12747.0
6541,KC795571.1,1081.0
12631,JQ308210.1,2359.0
7216,KT439329.1,9538.0
6757,KM115530.1,11550.0
12759,AB291171.1,3402.0
12727,AY875690.1,15096.0
6789,AF214040.1,11484.0
6758,EF536323.1,11674.0
6788,GQ287646.1,11562.0
12760,AB289948.1,2588.0
8586,MK026591.1,11018.0
12616,AB303566.1,3223.0
12621,AB303552.1,3208.0
9694,MW274739.1,1846.0
4995,OK236393.1,4322.0
12622,AB303553.1,3198.0
12727,AY842013.1,3611.0
9054,KP324828.1,12674.0
12537,KP296857.1,3612.0
9704,MN168170.1,2438.0
12560,AF435014.1,3705.0
6530,KU198611.1,1068.0
4369,EU623082.1,6543.0
9706,MW274742.1,1932.0
8851,BK005918.1,15180.0
12623,AB303554.1,3197.0
9465,KF590577.1,7427.0
9464,JQ659256.1,7428.0
12727,AY875686.1,13704.0
12615,AB303564.1,3230.0
12760,AB289985.1,3140.0
12557,KJ082064.1,3649.0
8665,MW256667.1,13118.0
6782,U94603.1,381.0
6742,AF369024.2,11826.0
6743,KP003813.2,11268.0
6737,AF126284.1,11824.0
7280,AJ698113.1,383.0
8584,KM817595.1,9527.0
6784,AF375051.1,11423.0
6785,L00930.1,11422.0
8757,KX884407.1,9404.0
6786,U34999.1,11464.0
9695,MT153483.1,1646.0
9926,KM114310.1,519.0
5204,KM573774.1,2580.0
4993,KT965075.1,4281.0
12552,AB060594.1,3234.0
9470,MH017269.1,1073.0
12727,AY875681.1,7228.0
9920,KX882075.1,526.0
12760,AB289961.1,2768.0
8571,KM817606.1,6777.0
12554,AB060597.1,3246.0
9628,MH017273.1,1049.0
12760,AB289997.1,3743.0
8689,MW288166.1,11987.0
8683,KX884441.1,9903.0
9650,MH017271.1,1019.0
9629,MH017270.1,1074.0
5245,KU058671.1,2504.0
12610,LC387548.1,2042.0
12630,KM111536.1,2439.0
9540,KM272185.1,1143.0
9492,MK896627.1,1295.0
12690,AB041961.1,3718.0
9541,KM272188.1,1153.0
4986,JX027296.1,4822.0
6574,KJ562187.1,6555.0
9493,MK896478.1,1289.0
9538,KM272176.1,919.0
9703,MW434690.1,2096.0
12544,AB064607.1,3770.0
9637,MK896484.1,1197.0
9636,MK896472.1,1230.0
9491,MK896639.1,1249.0
12760,AB290005.1,4829.0
4811,GU117620.1,7852.0
12759,AB291194.1,4808.0
8690,MH213246.1,11920.0
8770,FJ554526.1,11631.0
8678,MZ210022.1,14227.0
8667,MW864602.1,12702.0
8769,FJ554525.1,11752.0
12668,KX611132.1,2603.0
6440,JQ610683.1,925.0
9292,MH717874.1,6691.0
5004,MK028683.1,4373.0
9293,KX884856.1,6691.0
11491,AF078668.1,3097.0
7228,KC815311.1,11279.0
7233,KC796076.1,10767.0
12195,EF153474.1,35152.0
12723,AJ632321.1,18768.0
8682,KX884417.1,12303.0
12212,EF153473.1,35206.0
12636,MH638372.1,1873.0
12213,DQ393829.1,35215.0
9375,KF735065.1,403.0
12546,AB037926.1,3899.0
8777,KX884437.1,4708.0
11546,KC790381.1,3149.0
12617,AB449062.1,3257.0
6543,KT696553.1,1509.0
10587,JF416932.1,404.0
10551,JF416931.1,404.0
12760,AB289972.1,2924.0
9922,MT774259.1,520.0
11520,MH484438.1,3165.0
9468,MN092355.1,7223.0
12727,AY875682.1,9604.0
4377,AB972945.1,5075.0
8587,MN599998.1,11177.0
8664,MW256666.1,13972.0
7234,KC796088.1,9777.0
12241,KM591902.1,34391.0
8895,KY203909.1,11599.0
9395,AM998806.1,412.0
7263,AF174533.1,3204.0
4476,KF360862.1,5084.0
9057,OM320812.1,12445.0
4777,HG530538.1,7647.0
8760,KX884457.1,7447.0
6573,JQ001749.1,6796.0
9921,KX670395.1,515.0
11522,K02715.1,3311.0
12759,AB291190.1,4495.0
12759,AB291178.1,3868.0
5046,DQ845074.1,2035.0
12659,FJ459582.1,2140.0
8671,MZ209613.1,13361.0
