cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
6879,1,Mupapillomavirus 3,Species,131.0,64.7,0.31,CF-AKG54928.1_4769_relaxed,CF-AKG54928.1_4769_relaxed,64.7,Gene: E4; Product: E4 protein,Pfam,-,1,,
6880,1,Hepacivirus bovis,Species,66.0,68.5,0.35,CF-AKH10573.1.1.1_7109_relaxed,CF-AKH10573.1.1.1_7109_relaxed,68.5,Hepatitis C virus core protein; pfam01542,Pfam,Hepatitis C virus core protein,1,1.0,65.0
6881,1,Duck coronavirus 2714,Species,70.0,70.0,0.4,CF-AKF17733.1_10209_relaxed,CF-AKF17733.1_10209_relaxed,70.0,Gene: ORFY; Product: hypothetical protein,Pfam,-,1,,
6882,1,Diachasmimorpha entomopoxvirus,Species,131.0,38.4,0.25,CF-AKS26434.1_12060_relaxed,CF-AKS26434.1_12060_relaxed,38.4,Product: hypothetical protein,Pfam,-,1,,
6883,1,Diachasmimorpha entomopoxvirus,Species,351.0,38.6,0.18,CF-AKS26435.1_12060_relaxed,CF-AKS26435.1_12060_relaxed,38.6,Product: hypothetical protein,Pfam,-,1,,
6884,1,Diachasmimorpha entomopoxvirus,Species,110.0,55.6,0.42,CF-AKS26428.1_12060_relaxed,CF-AKS26428.1_12060_relaxed,55.6,Product: hypothetical protein,Pfam,-,1,,
6885,1,Diachasmimorpha entomopoxvirus,Species,375.0,37.5,0.31,CF-AKS26431.1_12060_relaxed,CF-AKS26431.1_12060_relaxed,37.5,Product: hypothetical protein,Pfam,-,1,,
6886,1,Uukuvirus yongjiaense,Species,102.0,39.5,0.27,CF-AJG39336.1_9883_relaxed,CF-AJG39336.1_9883_relaxed,39.5,Gene: NSs; Product: nonstructural protein,Pfam,-,1,,
6887,1,Percavirus phocidgamma3,Species,343.0,39.9,0.23,CF-AJG42941.1_150_relaxed,CF-AJG42941.1_150_relaxed,39.9,Product: hypothetical protein,Pfam,-,1,,
6888,1,Percavirus phocidgamma3,Species,130.0,36.8,0.27,CF-AJG42942.1_150_relaxed,CF-AJG42942.1_150_relaxed,36.8,Product: hypothetical protein,Pfam,-,1,,
6889,1,Uukuvirus dabieshanense,Species,124.0,48.2,0.23,CF-AJG39304.1_9861_relaxed,CF-AJG39304.1_9861_relaxed,48.2,Gene: NSs; Product: nonstructural protein,Pfam,-,1,,
6890,1,Shaspivirus aranei,Species,582.0,62.0,0.61,CF-AJG39310.1_9461_relaxed,CF-AJG39310.1_9461_relaxed,62.0,Gene: N; Product: nucleocapsid protein,Pfam,-,1,,
6891,1,Shangavirus shuangaoense,Species,270.0,65.4,0.67,CF-AJG39311.1_9682_relaxed,CF-AJG39311.1_9682_relaxed,65.4,Gene: N; Product: nucleocapsid protein,Pfam,Bunyavirus nucleocapsid (N) protein,1,28.0,217.0
6892,1,Diachasmimorpha entomopoxvirus,Species,125.0,46.3,0.35,CF-AKS26443.1_12060_relaxed,CF-AKS26443.1_12060_relaxed,46.3,Product: hypothetical protein,Pfam,-,1,,
6893,1,Diachasmimorpha entomopoxvirus,Species,139.0,70.0,0.48,CF-AKS26444.1_12060_relaxed,CF-AKS26444.1_12060_relaxed,70.0,Product: hypothetical protein,Pfam,-,1,,
6894,1,Diachasmimorpha entomopoxvirus,Species,160.0,54.5,0.53,CF-AKS26445.1_12060_relaxed,CF-AKS26445.1_12060_relaxed,54.5,Product: hypothetical protein,Pfam,-,1,,
6895,1,Diachasmimorpha entomopoxvirus,Species,359.0,29.7,0.2,CF-AKS26450.1_12060_relaxed,CF-AKS26450.1_12060_relaxed,29.7,Product: hypothetical protein,Pfam,-,1,,
6896,1,Diachasmimorpha entomopoxvirus,Species,82.0,58.8,0.27,CF-AKS26452.1_12060_relaxed,CF-AKS26452.1_12060_relaxed,58.8,Product: hypothetical protein,Pfam,-,1,,
6897,1,Diachasmimorpha entomopoxvirus,Species,296.0,37.9,0.38,CF-AKS26453.1_12060_relaxed,CF-AKS26453.1_12060_relaxed,37.9,Product: hypothetical protein,Pfam,-,1,,
6898,1,Diachasmimorpha entomopoxvirus,Species,109.0,93.2,0.85,CF-AKS26456.1_12060_relaxed,CF-AKS26456.1_12060_relaxed,93.2,Product: putative FAD-linked sulfhydryl oxidase,Pfam,E10-like protein conserved region,1,26.0,90.0
6899,1,Diachasmimorpha entomopoxvirus,Species,316.0,27.7,0.18,CF-AKS26427.1_12060_relaxed,CF-AKS26427.1_12060_relaxed,27.7,Product: hypothetical protein,Pfam,-,1,,
6900,1,Diachasmimorpha entomopoxvirus,Species,237.0,33.3,0.28,CF-AKS26361.1_12060_relaxed,CF-AKS26361.1_12060_relaxed,33.3,Product: hypothetical protein,Pfam,-,1,,
6901,1,Diachasmimorpha entomopoxvirus,Species,683.0,40.7,0.24,CF-AKS26460.1_12060_relaxed,CF-AKS26460.1_12060_relaxed,40.7,Product: putative nucleoside triphosphatase/helicase 2,Pfam,-,1,,
6902,1,Diachasmimorpha entomopoxvirus,Species,137.0,60.7,0.24,CF-AKS26461.1_12060_relaxed,CF-AKS26461.1_12060_relaxed,60.7,Product: hypothetical protein,Pfam,-,1,,
6903,1,Diachasmimorpha entomopoxvirus,Species,73.0,73.5,0.4,CF-AKS26463.1_12060_relaxed,CF-AKS26463.1_12060_relaxed,73.5,Product: hypothetical protein,Pfam,-,1,,
6904,1,Diachasmimorpha entomopoxvirus,Species,213.0,76.5,0.53,CF-AKS26468.1_12060_relaxed,CF-AKS26468.1_12060_relaxed,76.5,Product: putative Bro-N domain-containing protein 19,Pfam,"BRO family, N-terminal domain",1,29.0,106.0
6905,1,Diachasmimorpha entomopoxvirus,Species,132.0,88.9,0.82,CF-AKS26471.1_12060_relaxed,CF-AKS26471.1_12060_relaxed,88.9,Product: putative Bro-N domain-containing protein 20,Pfam,"BRO family, N-terminal domain",1,11.0,106.0
6906,1,Diachasmimorpha entomopoxvirus,Species,155.0,42.1,0.32,CF-AKS26475.1_12060_relaxed,CF-AKS26475.1_12060_relaxed,42.1,Product: hypothetical protein,Pfam,-,1,,
6907,1,Diachasmimorpha entomopoxvirus,Species,185.0,42.6,0.27,CF-AKS26442.1_12060_relaxed,CF-AKS26442.1_12060_relaxed,42.6,Product: hypothetical protein,Pfam,-,1,,
6908,1,Lizard atadenovirus A,Species,101.0,62.2,0.31,CF-AII22584.1_12092_relaxed,CF-AII22584.1_12092_relaxed,62.2,Product: protein ORF6,Pfam,-,1,,
6909,1,Alphabaculovirus lafiscellariae,Species,161.0,41.8,0.25,CF-AKC91757.1_12355_relaxed,CF-AKC91757.1_12355_relaxed,41.8,Product: hypothetical protein,Pfam,-,1,,
6910,1,Alphabaculovirus lafiscellariae,Species,119.0,34.1,0.11,CF-AKC91758.1_12355_relaxed,CF-AKC91758.1_12355_relaxed,34.1,Product: hypothetical protein,Pfam,-,1,,
6911,1,Alphabaculovirus lafiscellariae,Species,66.0,52.2,0.31,CF-AKC91761.1_12355_relaxed,CF-AKC91761.1_12355_relaxed,52.2,Product: hypothetical protein,Pfam,-,1,,
6912,1,Alphabaculovirus lafiscellariae,Species,162.0,86.3,0.8,CF-AKC91740.1_12355_relaxed,CF-AKC91740.1_12355_relaxed,86.3,Product: p26,Pfam,Nucleopolyhedrovirus p26 protein,1,1.0,159.0
6913,1,Alphabaculovirus lafiscellariae,Species,235.0,77.3,0.64,CF-AKC91742.1_12355_relaxed,CF-AKC91742.1_12355_relaxed,77.3,Product: hypothetical protein; Note: similar to uncharacterized protein LOC100571217 [Acyrthosiphon pisum],Pfam,FLYWCH zinc finger domain,1,68.0,125.0
6914,1,Alphabaculovirus lafiscellariae,Species,134.0,58.4,0.48,CF-AKC91743.1_12355_relaxed,CF-AKC91743.1_12355_relaxed,58.4,Product: p26,Pfam,Nucleopolyhedrovirus p26 protein,1,66.0,128.0
6915,1,Alphabaculovirus lafiscellariae,Species,149.0,70.5,0.43,CF-AKC91744.1_12355_relaxed,CF-AKC91744.1_12355_relaxed,70.5,Product: ac29,Pfam,Nucleopolyhedrovirus protein of unknown function (DUF919),1,90.0,149.0
6916,1,Equine mastadenovirus B,Species,84.0,58.4,0.23,CF-AKT26030.1_12145_relaxed,CF-AKT26030.1_12145_relaxed,58.4,Gene: pX; Note: late L2 mu core protein,Pfam,Adenovirus late L2 mu core protein (Protein X),1,46.0,80.0
6917,1,Epsilonarterivirus zamalb,Species,69.0,55.6,0.34,CF-ANB32508.1.1_10131_relaxed,CF-ANB32508.1.1_10131_relaxed,55.6,GP4 protein,Pfam,-,1,,
6918,1,Lizard atadenovirus A,Species,128.0,46.0,0.36,CF-AII22590.1_12092_relaxed,CF-AII22590.1_12092_relaxed,46.0,Product: protein ORF4,Pfam,-,1,,
6919,1,Lizard atadenovirus A,Species,94.0,67.1,0.58,CF-AII22591.1_12092_relaxed,CF-AII22591.1_12092_relaxed,67.1,Product: protein ORF3,Pfam,-,1,,
6920,1,Enterovirus J,Species,559.0,80.4,0.65,CF-AII77450.1_10629_relaxed,CF-AII77450.1_10629_relaxed,80.4,Product: polyprotein,Pfam,Picornavirus coat protein,1,198.0,418.0
6920,1,Enterovirus J,Species,559.0,80.4,0.65,CF-AII77450.1_10629_relaxed,CF-AII77450.1_10629_relaxed,80.4,Product: polyprotein,Pfam,picornavirus capsid protein,1,17.0,117.0
6920,1,Enterovirus J,Species,559.0,80.4,0.65,CF-AII77450.1_10629_relaxed,CF-AII77450.1_10629_relaxed,80.4,Product: polyprotein,Pfam,Picornavirus core protein 2A,1,469.0,559.0
6921,1,Gammanudivirus pemonodonis,Species,152.0,51.4,0.25,CF-AII15903.1_12433_relaxed,CF-AII15903.1_12433_relaxed,51.4,Product: hypothetical protein; Note: TM,Pfam,-,1,,
6922,1,Lizard atadenovirus A,Species,128.0,63.5,0.4,CF-AII22568.1_12092_relaxed,CF-AII22568.1_12092_relaxed,63.5,Product: pVII,Pfam,Adenoviral core protein VII,1,1.0,63.0
6923,1,Lizard atadenovirus A,Species,331.0,75.9,0.33,CF-AII22579.1_12092_relaxed,CF-AII22579.1_12092_relaxed,75.9,Product: fiber 1,Pfam,"Atadenovirus fibre, head domain",1,231.0,327.0
6924,1,Diachasmimorpha entomopoxvirus,Species,73.0,88.6,0.47,CF-AKS26424.1_12060_relaxed,CF-AKS26424.1_12060_relaxed,88.6,Product: hypothetical protein,Pfam,-,1,,
6925,1,Diachasmimorpha entomopoxvirus,Species,98.0,63.5,0.33,CF-AKS26426.1_12060_relaxed,CF-AKS26426.1_12060_relaxed,63.5,Product: hypothetical protein,Pfam,-,1,,
6926,1,Roseolovirus macacinebeta9,Species,83.0,68.8,0.33,CF-ANC96591.1_121_relaxed,CF-ANC96591.1_121_relaxed,68.8,Gene: U24; Product: U24 protein,Pfam,-,1,,
6927,1,Roseolovirus macacinebeta9,Species,78.0,60.6,0.22,CF-ANC96593.1_121_relaxed,CF-ANC96593.1_121_relaxed,60.6,Gene: U71; Product: myristylated tegument protein,Pfam,Tegument protein UL11 homolog,1,1.0,49.0
6928,1,Mivirus amblyommae,Species,334.0,74.1,0.71,CF-ANC97699.1_8580_relaxed,CF-ANC97699.1_8580_relaxed,74.1,Product: ORF3,Pfam,-,1,,
6929,1,Mivirus amblyommae,Species,111.0,77.9,0.63,CF-ANC97700.1_8580_relaxed,CF-ANC97700.1_8580_relaxed,77.9,Product: ORF4,Pfam,-,1,,
6930,1,Roseolovirus macacinebeta9,Species,382.0,30.5,0.27,CF-ANC96554.1_121_relaxed,CF-ANC96554.1_121_relaxed,30.5,Gene: U47; Product: U47 protein,Pfam,Herpesvirus glycoprotein U47,1,12.0,232.0
6931,1,Equine mastadenovirus B,Species,139.0,65.9,0.26,CF-AKT26028.1_12145_relaxed,CF-AKT26028.1_12145_relaxed,65.9,Gene: pVII; Note: core protein,Pfam,Adenoviral core protein VII,1,1.0,129.0
6932,1,Diachasmimorpha entomopoxvirus,Species,443.0,38.1,0.21,CF-AKS26437.1_12060_relaxed,CF-AKS26437.1_12060_relaxed,38.1,Product: hypothetical protein,Pfam,-,1,,
6933,1,Diachasmimorpha entomopoxvirus,Species,258.0,30.4,0.2,CF-AKS26439.1_12060_relaxed,CF-AKS26439.1_12060_relaxed,30.4,Product: putative late transcription factor,Pfam,-,1,,
6934,1,Diachasmimorpha entomopoxvirus,Species,138.0,52.5,0.26,CF-AKS26415.1_12060_relaxed,CF-AKS26415.1_12060_relaxed,52.5,Product: hypothetical protein,Pfam,-,1,,
6935,1,Diachasmimorpha entomopoxvirus,Species,65.0,61.5,0.44,CF-AKS26416.1_12060_relaxed,CF-AKS26416.1_12060_relaxed,61.5,Product: hypothetical protein,Pfam,-,1,,
6936,1,Diachasmimorpha entomopoxvirus,Species,155.0,75.8,0.55,CF-AKS26417.1_12060_relaxed,CF-AKS26417.1_12060_relaxed,75.8,Product: putative IMV entry/fusion membrane protein 3,Pfam,Poxvirus A28 family,1,3.0,126.0
6937,1,Diachasmimorpha entomopoxvirus,Species,95.0,59.7,0.26,CF-AKS26418.1_12060_relaxed,CF-AKS26418.1_12060_relaxed,59.7,Product: hypothetical protein,Pfam,-,1,,
6938,1,Diachasmimorpha entomopoxvirus,Species,62.0,56.8,0.37,CF-AKS26420.1_12060_relaxed,CF-AKS26420.1_12060_relaxed,56.8,Product: hypothetical protein,Pfam,-,1,,
6939,1,Diachasmimorpha entomopoxvirus,Species,298.0,34.1,0.19,CF-AKS26422.1_12060_relaxed,CF-AKS26422.1_12060_relaxed,34.1,Product: hypothetical protein,Pfam,-,1,,
6940,1,Enterovirus G,Species,50.0,83.7,0.44,CF-ANF04008.1.9_10620_relaxed,CF-ANF04008.1.9_10620_relaxed,83.7,3B,Pfam,-,1,,
6941,1,Alphabaculovirus capomonae,Species,191.0,77.7,0.72,CF-ANF29653.1_12334_relaxed,CF-ANF29653.1_12334_relaxed,77.7,Gene: ORF_4; Product: ORF-4,Pfam,-,1,,
6942,1,Alphabaculovirus capomonae,Species,85.0,42.5,0.26,CF-ANF29657.1_12334_relaxed,CF-ANF29657.1_12334_relaxed,42.5,Product: ORF_9,Pfam,-,1,,
6943,1,Alphabaculovirus capomonae,Species,84.0,82.8,0.47,CF-ANF29668.1_12334_relaxed,CF-ANF29668.1_12334_relaxed,82.8,Gene: p10,Pfam,Nucleopolyhedrovirus P10 protein,1,5.0,72.0
6944,1,Alphabaculovirus capomonae,Species,83.0,75.3,0.29,CF-ANF29676.1_12334_relaxed,CF-ANF29676.1_12334_relaxed,75.3,Product: ORF-28,Pfam,-,1,,
6945,1,Alphabaculovirus capomonae,Species,85.0,73.9,0.39,CF-ANF29679.1_12334_relaxed,CF-ANF29679.1_12334_relaxed,73.9,Product: ORF-31,Pfam,-,1,,
6946,1,Alphabaculovirus capomonae,Species,107.0,90.8,0.81,CF-ANF29680.1_12334_relaxed,CF-ANF29680.1_12334_relaxed,90.8,Product: ORF_32,Pfam,Protein of unknown function (DUF1623),1,3.0,90.0
6947,1,Alphabaculovirus capomonae,Species,121.0,76.7,0.34,CF-ANF29688.1_12334_relaxed,CF-ANF29688.1_12334_relaxed,76.7,Product: ORF-40,Pfam,Baculovirus 11 kDa family,1,19.0,103.0
6948,1,Deltapapillomavirus 7,Species,41.0,84.2,0.5,CF-APG30984.1_4641_relaxed,CF-APG30984.1_4641_relaxed,84.2,Gene: E5; Product: E5 protein,Pfam,Major transforming protein E5 family,1,2.0,41.0
6949,1,Bat mastadenovirus G,Species,93.0,52.1,0.44,CF-APC26084.1_12131_relaxed,CF-APC26084.1_12131_relaxed,52.1,Product: hypothetical protein; Note: E4 ORF 10.6K,Pfam,-,1,,
6950,1,Alphabaculovirus capomonae,Species,136.0,74.7,0.51,CF-ANF29692.1_12334_relaxed,CF-ANF29692.1_12334_relaxed,74.7,Gene: p12; Note: ORF_44,Pfam,Baculovirus Ac102,1,50.0,130.0
6951,1,Alphabaculovirus capomonae,Species,333.0,67.1,0.52,CF-ANF29695.1_12334_relaxed,CF-ANF29695.1_12334_relaxed,67.1,Gene: lef5; Note: ORF_47,Pfam,Baculoviridae late expression factor 5,1,35.0,203.0
6951,1,Alphabaculovirus capomonae,Species,333.0,67.1,0.52,CF-ANF29695.1_12334_relaxed,CF-ANF29695.1_12334_relaxed,67.1,Gene: lef5; Note: ORF_47,Pfam,Baculoviridae late expression factor 5 C-terminal domain,1,280.0,321.0
6952,1,Alphabaculovirus capomonae,Species,465.0,73.3,0.58,CF-ANF29713.1_12334_relaxed,CF-ANF29713.1_12334_relaxed,73.3,Gene: vlf-1,Pfam,Phage integrase family,1,177.0,351.0
6953,1,Alphabaculovirus capomonae,Species,151.0,84.9,0.72,CF-ANF29715.1_12334_relaxed,CF-ANF29715.1_12334_relaxed,84.9,Product: ORF-67,Pfam,"Autographa californica nuclear polyhedrosis virus (AcMNPV), Ac75",1,8.0,127.0
6954,1,Alphabaculovirus capomonae,Species,279.0,47.6,0.41,CF-ANF29716.1_12334_relaxed,CF-ANF29716.1_12334_relaxed,47.6,Product: ORF-68,Pfam,Protein of unknown function (DUF2704),1,90.0,259.0
6955,1,Alphabaculovirus capomonae,Species,74.0,49.0,0.25,CF-ANF29718.1_12334_relaxed,CF-ANF29718.1_12334_relaxed,49.0,Product: ORF-70,Pfam,Protein of unknown function (DUF2729),1,5.0,70.0
6956,1,Equine mastadenovirus B,Species,100.0,41.9,0.31,CF-AKT26022.1_12145_relaxed,CF-AKT26022.1_12145_relaxed,41.9,Product: hypothetical protein; Note: hORF3,Pfam,-,1,,
6957,1,Equine mastadenovirus B,Species,101.0,47.7,0.28,CF-AKT26024.1_12145_relaxed,CF-AKT26024.1_12145_relaxed,47.7,Product: hypothetical protein; Note: hORF4,Pfam,-,1,,
6958,1,NL63-related bat coronavirus strain BtKYNL63-9b,Species,96.0,80.6,0.41,CF-APD51488.1_10176_relaxed,CF-APD51488.1_10176_relaxed,80.6,Gene: ORFx; Product: ORFx protein,Pfam,-,1,,
6959,1,Almendravirus menghai,Species,258.0,39.8,0.22,CF-APF29056.1_8875_relaxed,CF-APF29056.1_8875_relaxed,39.8,Product: P protein,Pfam,-,1,,
6960,1,Almendravirus menghai,Species,40.0,71.5,0.38,CF-APF29059.1_8875_relaxed,CF-APF29059.1_8875_relaxed,71.5,Product: SH protein,Pfam,-,1,,
6961,1,Caligrhavirus caligus,Species,253.0,38.3,0.25,CF-APF32074.1_8895_relaxed,CF-APF32074.1_8895_relaxed,38.3,Product: phosphoprotein,Pfam,-,1,,
6962,1,Caligrhavirus caligus,Species,136.0,48.3,0.33,CF-APF32076.1_8895_relaxed,CF-APF32076.1_8895_relaxed,48.3,Product: hypothetical protein,Pfam,-,1,,
6963,1,Deltapapillomavirus 7,Species,110.0,57.2,0.24,CF-APG30983.1_4641_relaxed,CF-APG30983.1_4641_relaxed,57.2,Gene: E4; Product: E4 protein,Pfam,-,1,,
6964,1,Alphabaculovirus lafiscellariae,Species,69.0,51.8,0.35,CF-AKC91749.1_12355_relaxed,CF-AKC91749.1_12355_relaxed,51.8,Product: hypothetical protein,Pfam,-,1,,
6965,1,Alphabaculovirus lafiscellariae,Species,66.0,50.6,0.27,CF-AKC91750.1_12355_relaxed,CF-AKC91750.1_12355_relaxed,50.6,Product: hypothetical protein,Pfam,-,1,,
6966,1,Alphabaculovirus lafiscellariae,Species,277.0,72.2,0.75,CF-AKC91756.1_12355_relaxed,CF-AKC91756.1_12355_relaxed,72.2,Product: ac146,Pfam,Nucleopolyhedrovirus protein of unknown function (DUF884),1,185.0,253.0
6967,1,Orthophasmavirus wuchangense,Species,436.0,72.6,0.61,CF-AJG39319.1_9708_relaxed,CF-AJG39319.1_9708_relaxed,72.6,Gene: N; Product: nucleocapsid protein,Pfam,-,1,,
6968,1,Horwuvirus wuhanense,Species,453.0,35.5,0.2,CF-AJG39322.1_9738_relaxed,CF-AJG39322.1_9738_relaxed,35.5,Gene: N; Product: nucleocapsid protein,Pfam,Tenuivirus/Phlebovirus nucleocapsid protein,1,176.0,378.0
6969,1,Epsilonarterivirus zamalb,Species,270.0,31.6,0.23,CF-ANB32508.1_10131_relaxed,CF-ANB32508.1_10131_relaxed,31.6,Gene: ORF3; Product: GP3 protein,Pfam,-,1,,
6970,1,Gemycircularvirus chicas2,Species,252.0,70.5,0.62,CF-ANC51576.1_6113_relaxed,CF-ANC51576.1_6113_relaxed,70.5,Product: RepA,Pfam,-,1,,
6971,1,Equine mastadenovirus B,Species,134.0,35.8,0.26,CF-AKT26016.1_12145_relaxed,CF-AKT26016.1_12145_relaxed,35.8,Product: hypothetical protein; Note: hORF2,Pfam,-,1,,
6972,1,Porprismacovirus macas3,Species,130.0,55.0,0.26,CF-APG55843.1_5245_relaxed,CF-APG55843.1_5245_relaxed,55.0,Product: hypothetical protein,Pfam,-,1,,
6973,1,Porprismacovirus macas3,Species,199.0,37.2,0.1,CF-APG55844.1_5245_relaxed,CF-APG55844.1_5245_relaxed,37.2,Product: rep,Pfam,-,1,,
6974,1,Deltahypovirus sinicum,Species,112.0,94.4,0.87,CF-APG76085.1.1.2_10011_relaxed,CF-APG76085.1.1.2_10011_relaxed,94.4,DEAD-like helicases superfamily; smart00487,Pfam,-,1,,
6975,1,Simplexvirus atelinealpha1,Species,214.0,60.3,0.2,CF-AQS79160.1_60_relaxed,CF-AQS79160.1_60_relaxed,60.3,Gene: UL56; Product: membrane protein UL56,Pfam,-,1,,
6976,1,Anomala cuprea entomopoxvirus,Species,260.0,51.3,0.38,EF-BAO49407.1_12030_relaxed,EF-BAO49407.1_12030_relaxed,51.3,Product: formyltetrahydrofolate synthetase,Pfam,-,1,,
6977,1,Anomala cuprea entomopoxvirus,Species,164.0,60.0,0.29,EF-BAO49410.1_12030_relaxed,EF-BAO49410.1_12030_relaxed,60.0,Product: hypothetical protein,Pfam,-,1,,
6978,1,Betabaculovirus altermyunipunctae,Species,104.0,62.6,0.28,CF-AQQ80379.1_12389_relaxed,CF-AQQ80379.1_12389_relaxed,62.6,Product: ORF112,Pfam,Orf78 (ac78),1,4.0,88.0
6979,1,Betabaculovirus altermyunipunctae,Species,92.0,60.2,0.33,CF-AQQ80394.1_12389_relaxed,CF-AQQ80394.1_12389_relaxed,60.2,Product: ORF127,Pfam,-,1,,
6980,1,Alphahypovirus insecti,Species,352.0,66.2,0.43,CF-APG76086.1.1.1_9995_relaxed,CF-APG76086.1.1.1_9995_relaxed,66.2,Protein of unknown function (DUF3525); pfam12039,Pfam,Protein of unknown function (DUF3525),2,116.0,257.5
6981,1,Alphahypovirus insecti,Species,144.0,74.3,0.6,CF-APG76086.1.1.2_9995_relaxed,CF-APG76086.1.1.2_9995_relaxed,74.3,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,Pfam,-,1,,
6982,1,Paguronivirus 1,Species,101.0,60.1,0.48,CF-APG77307.1.1.1_10232_relaxed,CF-APG77307.1.1.1_10232_relaxed,60.1,Escherichia coli swarming motility protein YbiA and related proteins; cl21532,Pfam,-,1,,
6983,1,Paguronivirus 1,Species,742.0,70.0,0.27,CF-APG77307.1.1.2_10232_relaxed,CF-APG77307.1.1.2_10232_relaxed,70.0,MAEBL; Provisional,Pfam,-,1,,
6984,1,Paguronivirus 1,Species,537.0,31.2,0.2,CF-APG77308.1_10232_relaxed,CF-APG77308.1_10232_relaxed,31.2,Product: putative glycoprotein 1,Pfam,-,1,,
6985,1,Simian mastadenovirus I,Species,244.0,62.0,0.27,CF-APG53790.1_12284_relaxed,CF-APG53790.1_12284_relaxed,62.0,Product: E1A,Pfam,Early E1A protein,1,40.0,222.0
6986,1,Simian mastadenovirus I,Species,119.0,61.1,0.31,CF-APG53814.1_12284_relaxed,CF-APG53814.1_12284_relaxed,61.1,Product: E3 RID-beta,Pfam,-,1,,
6987,1,Porprismacovirus macas2,Species,288.0,85.1,0.78,CF-APG55823.1_5244_relaxed,CF-APG55823.1_5244_relaxed,85.1,Product: rep,Pfam,-,1,,
6988,1,Paguronivirus 1,Species,157.0,34.6,0.25,CF-APG77310.1_10232_relaxed,CF-APG77310.1_10232_relaxed,34.6,Product: hypothetical protein,Pfam,-,1,,
6989,1,Paguronivirus 1,Species,359.0,29.9,0.21,CF-APG77312.1_10232_relaxed,CF-APG77312.1_10232_relaxed,29.9,Product: hypothetical protein,Pfam,-,1,,
6990,1,Paguronivirus 1,Species,205.0,36.2,0.17,CF-APG77313.1_10232_relaxed,CF-APG77313.1_10232_relaxed,36.2,Product: hypothetical protein,Pfam,-,1,,
6991,1,Charybnivirus 1,Species,778.0,28.9,0.2,CF-APG77314.1_10230_relaxed,CF-APG77314.1_10230_relaxed,28.9,Product: putative glycoprotein 1,Pfam,-,1,,
6992,1,Charybnivirus 1,Species,179.0,34.2,0.19,CF-APG77317.1_10230_relaxed,CF-APG77317.1_10230_relaxed,34.2,Product: hypothetical protein,Pfam,-,1,,
6993,1,Charybnivirus 1,Species,276.0,32.4,0.26,CF-APG77318.1_10230_relaxed,CF-APG77318.1_10230_relaxed,32.4,Product: hypothetical protein,Pfam,-,1,,
6994,1,Charybnivirus 1,Species,197.0,41.8,0.19,CF-APG77319.1_10230_relaxed,CF-APG77319.1_10230_relaxed,41.8,Product: hypothetical protein,Pfam,-,1,,
6995,1,Deltahypovirus sinicum,Species,58.0,80.5,0.56,CF-APG76085.1.1.4_10011_relaxed,CF-APG76085.1.1.4_10011_relaxed,80.5,C-terminal helicase domain of the DEAD-like helicases; cl38915,Pfam,Helicase conserved C-terminal domain,1,1.0,53.0
6996,1,Charybnivirus 1,Species,101.0,46.7,0.25,CF-APG77320.1_10230_relaxed,CF-APG77320.1_10230_relaxed,46.7,Product: hypothetical protein,Pfam,-,1,,
6997,1,Charybnivirus 1,Species,132.0,58.4,0.33,CF-APG77321.1_10230_relaxed,CF-APG77321.1_10230_relaxed,58.4,Product: hypothetical protein,Pfam,-,1,,
6998,1,Charybnivirus 1,Species,108.0,82.7,0.74,CF-APG77322.1.1.1_10230_relaxed,CF-APG77322.1.1.1_10230_relaxed,82.7,Gill-associated viral 3C-like peptidase; pfam12380,Pfam,Gill-associated viral 3C-like peptidase,1,1.0,103.0
6999,1,Charybnivirus 1,Species,284.0,88.9,0.82,CF-APG77322.1.1.3_10230_relaxed,CF-APG77322.1.1.3_10230_relaxed,88.9,Helicase domain of coronavirus non-structural protein 13; cl41748,Pfam,AAA domain,1,14.0,157.0
7000,1,Turrinivirus 1,Species,208.0,41.9,0.26,CF-APG77323.1.1.1_10212_relaxed,CF-APG77323.1.1.1_10212_relaxed,41.9,Amino acid transporter [Amino acid transport and metabolism]; COG0531,Pfam,-,1,,
7001,1,Turrinivirus 1,Species,65.0,84.1,0.57,CF-APG77323.1.1.3_10212_relaxed,CF-APG77323.1.1.3_10212_relaxed,84.1,"Cys/His rich zinc-binding domain (CH/ZBD) of eukaryotic UPF1 helicase, nidovirus SF1 helicases including coronavirus Nsp13 and arterivirus Nsp10, and related proteins; cl41714",Pfam,-,1,,
7002,1,Turrinivirus 1,Species,83.0,39.4,0.27,CF-APG77323.1.1.5_10212_relaxed,CF-APG77323.1.1.5_10212_relaxed,39.4,Nonstructural protein 14 of coronavirus; cl40464,Pfam,Coronavirus proofreading exoribonuclease,1,12.0,81.0
7003,1,Decronivirus 1,Species,121.0,95.3,0.87,CF-APG77342.1.1.1_10231_relaxed,CF-APG77342.1.1.1_10231_relaxed,95.3,Escherichia coli swarming motility protein YbiA and related proteins; cd15457,Pfam,NADAR domain,1,14.0,120.0
