header,protein_id,Sort,pept_cat,protlen
AJR28320.1_8933,AJR28320.1,8933,protein,252
AKN63371.1_12387,AKN63371.1,12387,protein,252
BAF45715.1_12759,BAF45715.1,12759,protein,252
CAS06620.1_12741,CAS06620.1,12741,protein,252
CAA24282.1_9914,CAA24282.1,9914,protein,252
ANZ57055.1_11932,ANZ57055.1,11932,protein,252
QNL09583.1_4855,QNL09583.1,4855,protein,252
AAM09204.1_12361,AAM09204.1,12361,protein,252
AIZ48636.1_12318,AIZ48636.1,12318,protein,252
AXU41482.1_12322,AXU41482.1,12322,protein,252
ADR77842.1_12245,ADR77842.1,12245,protein,252
ADT91147.1_12016,ADT91147.1,12016,protein,252
QHB21665.1_12328,QHB21665.1,12328,protein,252
AAB66456.1_163,AAB66456.1,163,protein,252
QNV47812.1_12323,QNV47812.1,12323,protein,252
AXU41676.1_12374,AXU41676.1,12374,protein,252
AAQ73742.1_50,AAQ73742.1,50,protein,252
ACO53553.1_12348,ACO53553.1,12348,protein,252
AAC58112.1_134,AAC58112.1,134,protein,252
AAM70283.1_12407,AAM70283.1,12407,protein,252
ABI99227.1_11994,ABI99227.1,11994,protein,252
AIU41315.1_12380,AIU41315.1,12380,protein,252
AHD25537.1_12336,AHD25537.1,12336,protein,252
AAO89452.1_12013,AAO89452.1,12013,protein,252
AGE10003.2_111,AGE10003.2,111,protein,252
CAA58383.1_118,CAA58383.1,118,protein,252
AIB03199.1_136,AIB03199.1,136,protein,252
QDL57043.1_12344,QDL57043.1,12344,protein,252
ANC51576.1_6113,ANC51576.1,6113,protein,252
APP90890.1_8782,APP90890.1,8782,protein,252
AOP31647.1_12011,AOP31647.1,12011,protein,252
AAU11024.1_11898,AAU11024.1,11898,protein,252
AAC97615.1_12053,AAC97615.1,12053,protein,252
ADI80711.1_8855,ADI80711.1,8855,protein,252
ABM45785.1_12379,ABM45785.1,12379,protein,252
AQQ80334.1_12389,AQQ80334.1,12389,protein,252
CAA45669.1_165,CAA45669.1,165,protein,252
AAC95571.1_154,AAC95571.1,154,protein,252
AVM86061.1_9198,AVM86061.1,9198,protein,252
AAZ38249.1_12317,AAZ38249.1,12317,protein,252
AEV80960.1_107,AEV80960.1,107,protein,252
ATI21097.1_12000,ATI21097.1,12000,protein,252
ARE31903.1_12286,ARE31903.1,12286,protein,252
ACO53529.1_12348,ACO53529.1,12348,protein,252
ABY47791.1_12401,ABY47791.1,12401,protein,252
AVT50714.1_83,AVT50714.1,83,protein,252
AAC58092.1_134,AAC58092.1,134,protein,252
AAM09218.1_12361,AAM09218.1,12361,protein,252
ATI21026.1_12001,ATI21026.1,12001,protein,252
ABG25663.1_34,ABG25663.1,34,protein,252
ATU83445.1_12444,ATU83445.1,12444,protein,252
AAP50718.1_101,AAP50718.1,101,protein,252
ACH96153.1_12424,ACH96153.1,12424,protein,252
AVA31114.1_12369,AVA31114.1,12369,protein,252
ABM45796.1_12379,ABM45796.1,12379,protein,252
AJK91713.1_12411,AJK91713.1,12411,protein,252
ACY41140.1_164,ACY41140.1,164,protein,252
CCV02094.1_11943,CCV02094.1,11943,protein,252
ACI28730.1_12316,ACI28730.1,12316,protein,252
ANZ57153.1_11933,ANZ57153.1,11933,protein,252
CCV02331.1_11942,CCV02331.1,11942,protein,252
QHB21779.1_12328,QHB21779.1,12328,protein,252
AXS67715.1_12342,AXS67715.1,12342,protein,252
AFB76956.1_12016,AFB76956.1,12016,protein,252
AZB49181.1_143,AZB49181.1,143,protein,252
AUV65352.1_12364,AUV65352.1,12364,protein,252
AAF33602.1_12376,AAF33602.1,12376,protein,252
AAC97783.1_12053,AAC97783.1,12053,protein,252
CCV01979.1_11941,CCV01979.1,11941,protein,252
AAG27343.1_12409,AAG27343.1,12409,protein,252
AXS67737.1_12342,AXS67737.1,12342,protein,252
AAK38251.1_125,AAK38251.1,125,protein,252
AIE47802.1_12371,AIE47802.1,12371,protein,252
AFD10556.1_12280,AFD10556.1,12280,protein,252
UAU42896.1_9035,UAU42896.1,9035,protein,252
ACI28790.1_12316,ACI28790.1,12316,protein,252
AAQ96401.1_12417,AAQ96401.1,12417,protein,252
ARW78108.1_124,ARW78108.1,124,protein,252
ANC96578.1_121,ANC96578.1,121,protein,252
ABY65756.1_12367,ABY65756.1,12367,protein,252
AAL69857.1_12025,AAL69857.1,12025,protein,252
AFL64937.1_12360,AFL64937.1,12360,protein,252
AAF99120.1_109,AAF99120.1,109,protein,252
AGR56833.1_12352,AGR56833.1,12352,protein,252
ATI20935.1_12001,ATI20935.1,12001,protein,252
ACN88134.1_12174,ACN88134.1,12174,protein,252
AEN80075.1_52,AEN80075.1,52,protein,252
AAM95082.1_12321,AAM95082.1,12321,protein,252
AKR17430.1_12405,AKR17430.1,12405,protein,252
AYN64606.1_12004,AYN64606.1,12004,protein,252
AAB06347.1_119,AAB06347.1,119,protein,252
AOT85597.1_12343,AOT85597.1,12343,protein,252
AKR04189.1_12023,AKR04189.1,12023,protein,252
CCV02158.1_11943,CCV02158.1,11943,protein,252
AAA66761.1_12329,AAA66761.1,12329,protein,252
ADO00399.1_11945,ADO00399.1,11945,protein,252
AAR07419.1_12029,AAR07419.1,12029,protein,252
ARV76499.1_5111,ARV76499.1,5111,protein,252
ANS71211.1_12022,ANS71211.1,12022,protein,252
ABG25562.1_34,ABG25562.1,34,protein,252
ALE30455.1_12281,ALE30455.1,12281,protein,252
ASK51268.1_12026,ASK51268.1,12026,protein,252
AKR04176.1_12023,AKR04176.1,12023,protein,252
AAR83622.1_11977,AAR83622.1,11977,protein,252
ANC51545.1_5196,ANC51545.1,5196,protein,252
QYC92723.1_12382,QYC92723.1,12382,protein,252
ABY65806.1_12367,ABY65806.1,12367,protein,252
ATI21190.1_12000,ATI21190.1,12000,protein,252
AHH82658.1_12333,AHH82658.1,12333,protein,252
AAG02776.1_12039,AAG02776.1,12039,protein,252
AEQ32316.1_102,AEQ32316.1,102,protein,252
CAL44611.1_11894,CAL44611.1,11894,protein,252
AHH82602.1_12333,AHH82602.1,12333,protein,252
AIJ50567.1_10246,AIJ50567.1,10246,protein,252
AAR83522.1_11977,AAR83522.1,11977,protein,252
AAP33250.1_11910,AAP33250.1,11910,protein,253
AEY79557.1_12199,AEY79557.1,12199,protein,253
AAR28862.1_12356,AAR28862.1,12356,protein,253
ADG86349.1_9059,ADG86349.1,9059,protein,253
APF32074.1_8895,APF32074.1,8895,protein,253
AFK92281.1_12192,AFK92281.1,12192,protein,253
ADD10502.1_108,ADD10502.1,108,protein,253
AZL87828.1_8648,AZL87828.1,8648,protein,253
CBF14256.1_12175,CBF14256.1,12175,protein,253
AAF44475.1_11979,AAF44475.1,11979,protein,253
ANS71152.1_12022,ANS71152.1,12022,protein,253
AJG05820.1_9060,AJG05820.1,9060,protein,253
AAR86142.1_78,AAR86142.1,78,protein,253
AAC70225.1_12358,AAC70225.1,12358,protein,253
AFJ20550.1_38,AFJ20550.1,38,protein,253
ACI04170.1_12215,ACI04170.1,12215,protein,253
AYA49859.1_129,AYA49859.1,129,protein,253
AFK92600.1_12204,AFK92600.1,12204,protein,253
AHJ14790.1_6499,AHJ14790.1,6499,protein,253
AAK85024.1_11990,AAK85024.1,11990,protein,253
YP_009221.1_12256,YP_009221.1,12256,protein,253
AAY96322.1_6498,AAY96322.1,6498,protein,253
ADA57767.1_36,ADA57767.1,36,protein,253
AAN04393.1_12427,AAN04393.1,12427,protein,253
ADD73739.1_12359,ADD73739.1,12359,protein,253
ALR71680.1_12326,ALR71680.1,12326,protein,253
ACY04456.1_12202,ACY04456.1,12202,protein,253
AAK96345.1_12350,AAK96345.1,12350,protein,253
ABQ08894.1_12418,ABQ08894.1,12418,protein,253
AFK92680.1_12206,AFK92680.1,12206,protein,253
AJD09287.1_12341,AJD09287.1,12341,protein,253
ABQ43597.1_12028,ABQ43597.1,12028,protein,253
AJD80772.1_12338,AJD80772.1,12338,protein,253
BAJ22275.1_12187,BAJ22275.1,12187,protein,253
ABF82067.1_11944,ABF82067.1,11944,protein,253
ACY41094.1_164,ACY41094.1,164,protein,253
UBZ25572.1_12431,UBZ25572.1,12431,protein,253
ABA29255.1_73,ABA29255.1,73,protein,253
AJE29731.1_160,AJE29731.1,160,protein,253
AAP50722.1_101,AAP50722.1,101,protein,253
CCD83240.1_12024,CCD83240.1,12024,protein,253
AVT50784.1_84,AVT50784.1,84,protein,253
ALE14757.1_148,ALE14757.1,148,protein,253
AER28076.1_49,AER28076.1,49,protein,253
CAA49138.1_12014,CAA49138.1,12014,protein,253
AAP50726.1_101,AAP50726.1,101,protein,253
BAG74669.1_12351,BAG74669.1,12351,protein,253
AAD21387.1_161,AAD21387.1,161,protein,253
AFK92760.1_12208,AFK92760.1,12208,protein,253
AKN80971.1_12357,AKN80971.1,12357,protein,253
QNJ99610.1_9801,QNJ99610.1,9801,protein,253
CCU55501.1_12038,CCU55501.1,12038,protein,253
AUD40235.1_11978,AUD40235.1,11978,protein,253
AID46638.1_11983,AID46638.1,11983,protein,253
ACY41113.1_164,ACY41113.1,164,protein,253
ABF50301.1_12327,ABF50301.1,12327,protein,253
AFK92320.1_12193,AFK92320.1,12193,protein,253
AFK92161.1_12186,AFK92161.1,12186,protein,253
AKN63350.1_12387,AKN63350.1,12387,protein,253
AJP09033.1_11892,AJP09033.1,11892,protein,253
AEQ32322.1_102,AEQ32322.1,102,protein,253
ABK59057.1_12203,ABK59057.1,12203,protein,253
CAC21359.1_12027,CAC21359.1,12027,protein,253
YP_094053.1_12135,YP_094053.1,12135,protein,253
ADT91095.1_12016,ADT91095.1,12016,protein,253
AIY31259.1_5221,AIY31259.1,5221,protein,253
BAF76098.1_12624,BAF76098.1,12624,protein,253
AXU41532.1_12322,AXU41532.1,12322,protein,253
AAG53844.1_12349,AAG53844.1,12349,protein,253
AAK95469.1_130,AAK95469.1,130,protein,253
AAB66438.1_163,AAB66438.1,163,protein,253
AAW28776.1_6449,AAW28776.1,6449,protein,253
QDZ17477.1_12253,QDZ17477.1,12253,protein,253
APC23640.1_9053,APC23640.1,9053,protein,253
ABA87129.1_8656,ABA87129.1,8656,protein,253
AAK07965.1_155,AAK07965.1,155,protein,253
AFK92560.1_12201,AFK92560.1,12201,protein,253
ACR81601.1_12191,ACR81601.1,12191,protein,253
ABE27073.1_8657,ABE27073.1,8657,protein,253
AAK85048.1_11990,AAK85048.1,11990,protein,253
AFA46714.1_12189,AFA46714.1,12189,protein,253
AAK26498.1_12259,AAK26498.1,12259,protein,253
AIU39304.1_59,AIU39304.1,59,protein,253
ADA57903.1_36,ADA57903.1,36,protein,253
AWB14600.1_4459,AWB14600.1,4459,protein,253
AAS01004.1_47,AAS01004.1,47,protein,253
AAL69799.1_12025,AAL69799.1,12025,protein,253
AID46867.1_11982,AID46867.1,11982,protein,253
ABD97748.1_12012,ABD97748.1,12012,protein,253
AXN74948.1_12005,AXN74948.1,12005,protein,253
AAP41420.1_66,AAP41420.1,66,protein,253
AFK92241.1_12190,AFK92241.1,12190,protein,253
BAH84785.1_12216,BAH84785.1,12216,protein,253
ABO37255.1_11891,ABO37255.1,11891,protein,253
ABI13803.1_12325,ABI13803.1,12325,protein,253
QHB21790.1_12328,QHB21790.1,12328,protein,253
AAT00135.1_159,AAT00135.1,159,protein,253
AFK92520.1_12211,AFK92520.1,12211,protein,253
AAK07994.1_155,AAK07994.1,155,protein,253
AAA88132.1_41,AAA88132.1,41,protein,253
AIA62082.1_135,AIA62082.1,135,protein,253
AFH89002.1_9791,AFH89002.1,9791,protein,253
AAD21407.1_161,AAD21407.1,161,protein,253
AFK92720.1_12207,AFK92720.1,12207,protein,253
AFJ20378.1_37,AFJ20378.1,37,protein,253
CCV02180.1_11943,CCV02180.1,11943,protein,253
AFV50327.1_11893,AFV50327.1,11893,protein,253
AXP32064.1_9645,AXP32064.1,9645,protein,253
ABC74889.1_12415,ABC74889.1,12415,protein,253
CCD83264.1_12024,CCD83264.1,12024,protein,253
AFK92360.1_12194,AFK92360.1,12194,protein,253
AP_000020.1_12247,AP_000020.1,12247,protein,253
AHL67560.1_11939,AHL67560.1,11939,protein,253
BAH18769.1_12184,BAH18769.1,12184,protein,253
AP_000337.1_12244,AP_000337.1,12244,protein,253
CCU55382.1_12038,CCU55382.1,12038,protein,253
AFK92640.1_12205,AFK92640.1,12205,protein,253
CAA37803.1_9841,CAA37803.1,9841,protein,253
AFK92800.1_12209,AFK92800.1,12209,protein,253
AFK92840.1_12214,AFK92840.1,12214,protein,253
CAA45646.1_165,CAA45646.1,165,protein,253
AAC70219.1_12358,AAC70219.1,12358,protein,253
AKN80655.1_12370,AKN80655.1,12370,protein,253
ACQ91146.1_12197,ACQ91146.1,12197,protein,253
AOT85471.1_12343,AOT85471.1,12343,protein,254
AJP09054.1_11892,AJP09054.1,11892,protein,254
AAP44506.1_6497,AAP44506.1,6497,protein,254
AAR31576.1_100,AAR31576.1,100,protein,254
ADO17682.1_9813,ADO17682.1,9813,protein,254
ABC61142.1_12391,ABC61142.1,12391,protein,254
ASW27083.1_94,ASW27083.1,94,protein,254
AOP31493.1_12011,AOP31493.1,12011,protein,254
AAT68645.1_8865,AAT68645.1,8865,protein,254
AAN64286.1_125,AAN64286.1,125,protein,254
AJP09003.1_11892,AJP09003.1,11892,protein,254
AAR28901.1_12356,AAR28901.1,12356,protein,254
ACU27449.1_4615,ACU27449.1,4615,protein,254
AAZ82814.1_8811,AAZ82814.1,8811,protein,254
AJG42970.1_150,AJG42970.1,150,protein,254
AHK60934.1_9794,AHK60934.1,9794,protein,254
ASH99176.1_6258,ASH99176.1,6258,protein,254
AEL29694.1_9875,AEL29694.1,9875,protein,254
ABG56148.2_9804,ABG56148.2,9804,protein,254
ALM25944.1_113,ALM25944.1,113,protein,254
AAK62969.1_8866,AAK62969.1,8866,protein,254
CAN10253.1_11960,CAN10253.1,11960,protein,254
AGE09991.1_111,AGE09991.1,111,protein,254
QIQ19221.1_9087,QIQ19221.1,9087,protein,254
AAC97858.1_12053,AAC97858.1,12053,protein,254
AUQ44004.1_12426,AUQ44004.1,12426,protein,254
AAK85082.1_11990,AAK85082.1,11990,protein,254
AEL29655.1_9871,AEL29655.1,9871,protein,254
AAK57107.1_117,AAK57107.1,117,protein,254
AIY22345.1_11959,AIY22345.1,11959,protein,254
ASK12207.1_10987,ASK12207.1,10987,protein,254
CCU55868.1_12041,CCU55868.1,12041,protein,254
AOO54530.1_11976,AOO54530.1,11976,protein,254
ANC51543.1_5200,ANC51543.1,5200,protein,254
ABO45397.1_12423,ABO45397.1,12423,protein,254
AAA47958.1_9877,AAA47958.1,9877,protein,254
CCU56168.1_12045,CCU56168.1,12045,protein,254
AEQ32313.1_102,AEQ32313.1,102,protein,254
AUV65362.1_12364,AUV65362.1,12364,protein,254
AAR31709.1_100,AAR31709.1,100,protein,254
CCV01960.1_11941,CCV01960.1,11941,protein,254
AKR04216.1_12023,AKR04216.1,12023,protein,254
AAT00129.1_159,AAT00129.1,159,protein,254
ACN88135.1_12174,ACN88135.1,12174,protein,254
AHC02782.1_114,AHC02782.1,114,protein,254
AGY30727.1_162,AGY30727.1,162,protein,254
AJZ77117.1_11968,AJZ77117.1,11968,protein,254
AAD12127.1_10139,AAD12127.1,10139,protein,254
AAP85726.1_12386,AAP85726.1,12386,protein,254
AZQ20754.1_11907,AZQ20754.1,11907,protein,254
AAC97651.1_12053,AAC97651.1,12053,protein,254
CAA45695.1_165,CAA45695.1,165,protein,254
AAS01001.1_47,AAS01001.1,47,protein,254
BAO49386.1_12030,BAO49386.1,12030,protein,254
AEW69659.1_12428,AEW69659.1,12428,protein,254
AIZ48564.1_12318,AIZ48564.1,12318,protein,254
AAN04373.1_12427,AAN04373.1,12427,protein,254
ABF82146.1_11944,ABF82146.1,11944,protein,254
AAS00896.1_47,AAS00896.1,47,protein,254
AUG72262.1_42,AUG72262.1,42,protein,254
AZB49226.1_143,AZB49226.1,143,protein,254
ATI20934.1_12001,ATI20934.1,12001,protein,254
CCU56282.1_12049,CCU56282.1,12049,protein,254
AAD21405.1_161,AAD21405.1,161,protein,254
AAC40766.1_120,AAC40766.1,120,protein,254
AEV80826.1_97,AEV80826.1,97,protein,254
APT40621.1_10141,APT40621.1,10141,protein,254
AAL73773.1_12006,AAL73773.1,12006,protein,254
AAZ30027.1_12737,AAZ30027.1,12737,protein,254
CCV02312.1_11942,CCV02312.1,11942,protein,254
AAM00799.1_104,AAM00799.1,104,protein,254
ABI99286.1_11994,ABI99286.1,11994,protein,254
AAG53823.1_12349,AAG53823.1,12349,protein,254
AJD20114.1_12429,AJD20114.1,12429,protein,254
AAC40793.1_120,AAC40793.1,120,protein,254
AJE29729.1_160,AJE29729.1,160,protein,254
AAF99231.1_109,AAF99231.1,109,protein,254
AFH89013.1_9836,AFH89013.1,9836,protein,254
AAN28077.1_12373,AAN28077.1,12373,protein,254
FAA04062.1_8659,FAA04062.1,8659,protein,254
ASK51330.1_12026,ASK51330.1,12026,protein,254
AJD20132.1_12429,AJD20132.1,12429,protein,254
ALA62468.1_11988,ALA62468.1,11988,protein,254
ATI21094.1_12001,ATI21094.1,12001,protein,254
AEV80995.1_107,AEV80995.1,107,protein,254
AHC02806.1_114,AHC02806.1,114,protein,254
AAO12324.1_142,AAO12324.1,142,protein,254
ALS88191.1_9845,ALS88191.1,9845,protein,254
BAO49571.1_12030,BAO49571.1,12030,protein,254
AAK96327.1_12350,AAK96327.1,12350,protein,254
AAM45756.1_12427,AAM45756.1,12427,protein,254
AJR28420.1_8940,AJR28420.1,8940,protein,254
AFN73040.1_9879,AFN73040.1,9879,protein,254
AQQ80290.1_12389,AQQ80290.1,12389,protein,254
AIS92085.1_12399,AIS92085.1,12399,protein,254
QGM12352.1_9329,QGM12352.1,9329,protein,254
AFH08730.1_9878,AFH08730.1,9878,protein,254
CCV01787.1_11940,CCV01787.1,11940,protein,254
AAR07478.1_12029,AAR07478.1,12029,protein,254
QZU26806.1_5060,QZU26806.1,5060,protein,254
CCU55985.1_12045,CCU55985.1,12045,protein,254
AGE10006.1_111,AGE10006.1,111,protein,254
AKO62835.1_11962,AKO62835.1,11962,protein,254
AER41514.1_12398,AER41514.1,12398,protein,254
ACY41101.1_164,ACY41101.1,164,protein,254
BAN29058.1_8948,BAN29058.1,8948,protein,254
AFH08734.1_9863,AFH08734.1,9863,protein,254
AKS26388.1_12060,AKS26388.1,12060,protein,254
ADD10448.1_108,ADD10448.1,108,protein,254
AIU41365.1_12380,AIU41365.1,12380,protein,254
AGE10032.1_111,AGE10032.1,111,protein,254
AFV50294.1_11893,AFV50294.1,11893,protein,254
AKT26042.1_12145,AKT26042.1,12145,protein,254
AEU08863.1_8823,AEU08863.1,8823,protein,254
BAG74647.1_12351,BAG74647.1,12351,protein,254
AAB66432.1_163,AAB66432.1,163,protein,254
AAC55201.1_12002,AAC55201.1,12002,protein,254
ASU47550.1_9747,ASU47550.1,9747,protein,254
QOD40170.1_71,QOD40170.1,71,protein,254
AJR28280.1_8936,AJR28280.1,8936,protein,254
AAB66398.1_163,AAB66398.1,163,protein,254
AFH88998.1_9823,AFH88998.1,9823,protein,254
AAP50714.1_101,AAP50714.1,101,protein,254
AIY31246.1_5219,AIY31246.1,5219,protein,254
AEV80989.1_107,AEV80989.1,107,protein,254
AEW69608.1_12428,AEW69608.1,12428,protein,254
CCU55676.1_12041,CCU55676.1,12041,protein,254
AUG72332.1_42,AUG72332.1,42,protein,254
AKS25422.1_12388,AKS25422.1,12388,protein,254
AAK82245.1_11950,AAK82245.1,11950,protein,254
QED40563.1_12320,QED40563.1,12320,protein,254
ACO25216.1_11918,ACO25216.1,11918,protein,255
BAE72337.1_12353,BAE72337.1,12353,protein,255
ABY65802.1_12367,ABY65802.1,12367,protein,255
QDF82062.1_9852,QDF82062.1,9852,protein,255
ABQ08858.1_12418,ABQ08858.1,12418,protein,255
ANC96577.1_121,ANC96577.1,121,protein,255
CAC21325.1_12027,CAC21325.1,12027,protein,255
AEW69553.1_12428,AEW69553.1,12428,protein,255
CCV02138.1_11943,CCV02138.1,11943,protein,255
AAQ21613.1_12395,AAQ21613.1,12395,protein,255
ABQ43562.1_12028,ABQ43562.1,12028,protein,255
AZB49172.1_144,AZB49172.1,144,protein,255
AAV91089.1_11938,AAV91089.1,11938,protein,255
QOE74375.1_112,QOE74375.1,112,protein,255
AMB43057.1_12126,AMB43057.1,12126,protein,255
AGT99231.1_123,AGT99231.1,123,protein,255
AJR28366.1_8900,AJR28366.1,8900,protein,255
AAP29880.1_12335,AAP29880.1,12335,protein,255
AFJ52321.1_11920,AFJ52321.1,11920,protein,255
CAA58330.1_118,CAA58330.1,118,protein,255
AID46906.1_11982,AID46906.1,11982,protein,255
UOQ18918.1_12365,UOQ18918.1,12365,protein,255
ASC55529.1_12018,ASC55529.1,12018,protein,255
AAZ39805.1_4776,AAZ39805.1,4776,protein,255
AAG53770.1_12349,AAG53770.1,12349,protein,255
AAF18002.1_11998,AAF18002.1,11998,protein,255
AAK94150.1_12414,AAK94150.1,12414,protein,255
AAC13834.2_146,AAC13834.2,146,protein,255
CAS06586.1_12731,CAS06586.1,12731,protein,255
QBP37047.1_5211,QBP37047.1,5211,protein,255
ABM05425.1_12363,ABM05425.1,12363,protein,255
AUV65267.1_12364,AUV65267.1,12364,protein,255
AMZ05003.1_11919,AMZ05003.1,11919,protein,255
AAG02767.1_12039,AAG02767.1,12039,protein,255
ASC55590.1_12018,ASC55590.1,12018,protein,255
AAB06365.1_119,AAB06365.1,119,protein,255
AEV80355.1_99,AEV80355.1,99,protein,255
AEN03627.1_11993,AEN03627.1,11993,protein,255
AAK96280.1_12350,AAK96280.1,12350,protein,255
AAC55150.1_12002,AAC55150.1,12002,protein,255
QJU69685.1_4878,QJU69685.1,4878,protein,255
AGA82740.1_9831,AGA82740.1,9831,protein,255
ADO00396.1_11945,ADO00396.1,11945,protein,255
AEW47007.1_5197,AEW47007.1,5197,protein,255
AGE10048.2_111,AGE10048.2,111,protein,255
BAF45728.1_12759,BAF45728.1,12759,protein,255
AGR56799.1_12352,AGR56799.1,12352,protein,255
AGR57056.1_12337,AGR57056.1,12337,protein,255
ACH96163.1_12424,ACH96163.1,12424,protein,255
AAF15008.1_11997,AAF15008.1,11997,protein,255
ACA52167.1_10163,ACA52167.1,10163,protein,255
AXU41731.1_12374,AXU41731.1,12374,protein,255
BAG74592.1_12351,BAG74592.1,12351,protein,255
AEE01389.1_9626,AEE01389.1,9626,protein,255
AAL73918.1_12006,AAL73918.1,12006,protein,255
CCU55367.1_12038,CCU55367.1,12038,protein,255
QED40602.1_12320,QED40602.1,12320,protein,255
AAS18126.1_11937,AAS18126.1,11937,protein,255
AFH08738.1_9876,AFH08738.1,9876,protein,255
AJE29690.1_160,AJE29690.1,160,protein,255
QBQ01629.1_12402,QBQ01629.1,12402,protein,255
AJL34191.1_11967,AJL34191.1,11967,protein,255
CAG17430.1_12723,CAG17430.1,12723,protein,255
BAF45720.1_12759,BAF45720.1,12759,protein,255
AJR28273.1_9039,AJR28273.1,9039,protein,255
AVT50647.1_85,AVT50647.1,85,protein,255
AJR29192.1_11927,AJR29192.1,11927,protein,255
QBH98894.1_9607,QBH98894.1,9607,protein,255
AJG39099.1_8884,AJG39099.1,8884,protein,255
AYA49830.1_129,AYA49830.1,129,protein,255
AVT50654.1_83,AVT50654.1,83,protein,255
QDQ69253.1_156,QDQ69253.1,156,protein,255
AAL01765.1_12378,AAL01765.1,12378,protein,255
CAA37544.1_10126,CAA37544.1,10126,protein,255
AXS67704.1_12342,AXS67704.1,12342,protein,255
AAL73893.1_12006,AAL73893.1,12006,protein,255
AAK95442.1_130,AAK95442.1,130,protein,255
AVA31186.1_12369,AVA31186.1,12369,protein,255
AKR04196.1_12023,AKR04196.1,12023,protein,255
AAD21373.1_161,AAD21373.1,161,protein,255
AYN45037.1_12324,AYN45037.1,12324,protein,255
ABG42904.1_39,ABG42904.1,39,protein,255
CAD53429.1_127,CAD53429.1,127,protein,255
ABD28896.1_158,ABD28896.1,158,protein,255
AGY30701.1_162,AGY30701.1,162,protein,255
AHC02775.1_114,AHC02775.1,114,protein,255
AAQ10570.1_12172,AAQ10570.1,12172,protein,255
AXU41481.1_12322,AXU41481.1,12322,protein,255
AJL34197.1_11967,AJL34197.1,11967,protein,255
AHC02868.1_114,AHC02868.1,114,protein,255
ALF03245.1_128,ALF03245.1,128,protein,255
AAC95547.1_154,AAC95547.1,154,protein,255
AEF59053.1_12282,AEF59053.1,12282,protein,255
AAB94465.1_11950,AAB94465.1,11950,protein,255
AGE89933.1_12377,AGE89933.1,12377,protein,255
ABB72779.1_6442,ABB72779.1,6442,protein,255
CCU56077.1_12045,CCU56077.1,12045,protein,255
AAT00054.1_159,AAT00054.1,159,protein,255
AMH87700.1_6198,AMH87700.1,6198,protein,255
AAL73919.1_12006,AAL73919.1,12006,protein,255
AAF44575.1_11979,AAF44575.1,11979,protein,256
ABQ52057.1_12410,ABQ52057.1,12410,protein,256
AAA66679.2_12329,AAA66679.2,12329,protein,256
AMA19823.1_9810,AMA19823.1,9810,protein,256
AAD12126.1_10139,AAD12126.1,10139,protein,256
AER41437.1_12398,AER41437.1,12398,protein,256
AZY88404.1_11921,AZY88404.1,11921,protein,256
BAG84579.1_12617,BAG84579.1,12617,protein,256
AAR28784.1_12356,AAR28784.1,12356,protein,256
ASQ42861.1_11917,ASQ42861.1,11917,protein,256
AAL73910.1_12006,AAL73910.1,12006,protein,256
AKI29725.1_103,AKI29725.1,103,protein,256
AHD25506.1_12336,AHD25506.1,12336,protein,256
AFJ52418.1_11920,AFJ52418.1,11920,protein,256
APG78813.1_9194,APG78813.1,9194,protein,256
AAC59545.1_88,AAC59545.1,88,protein,256
AGR57085.1_12337,AGR57085.1,12337,protein,256
AAP33272.1_11910,AAP33272.1,11910,protein,256
AFJ20589.1_38,AFJ20589.1,38,protein,256
AID46670.1_11983,AID46670.1,11983,protein,256
ATE87128.1_11947,ATE87128.1,11947,protein,256
AAL67956.1_9918,AAL67956.1,9918,protein,256
BAE72307.1_12353,BAE72307.1,12353,protein,256
AMZ05100.1_11919,AMZ05100.1,11919,protein,256
ACO25290.1_11918,ACO25290.1,11918,protein,256
AAC40789.1_120,AAC40789.1,120,protein,256
AUA60237.1_12366,AUA60237.1,12366,protein,256
AAS01005.1_47,AAS01005.1,47,protein,256
AIW68492.1_11911,AIW68492.1,11911,protein,256
ALE14729.1_148,ALE14729.1,148,protein,256
QDQ69226.1_156,QDQ69226.1,156,protein,256
ASA40418.1_12441,ASA40418.1,12441,protein,256
AHA93295.1_58,AHA93295.1,58,protein,256
AER41537.1_12398,AER41537.1,12398,protein,256
AZM32568.1_11930,AZM32568.1,11930,protein,256
BAF45491.1_12760,BAF45491.1,12760,protein,256
ANJ02433.1_12108,ANJ02433.1,12108,protein,256
AJR29159.1_11927,AJR29159.1,11927,protein,256
CCU56017.1_12045,CCU56017.1,12045,protein,256
ABQ52079.1_12410,ABQ52079.1,12410,protein,256
AAR98407.1_12017,AAR98407.1,12017,protein,256
AKN80628.1_12370,AKN80628.1,12370,protein,256
CCU55694.1_12041,CCU55694.1,12041,protein,256
BAF76106.1_12612,BAF76106.1,12612,protein,256
ABE68435.1_12330,ABE68435.1,12330,protein,256
QHY93491.1_4837,QHY93491.1,4837,protein,256
ABG25662.1_34,ABG25662.1,34,protein,256
AAL98811.1_11901,AAL98811.1,11901,protein,256
ABD28863.1_158,ABD28863.1,158,protein,256
ATA58232.1_145,ATA58232.1,145,protein,256
ADZ39812.1_12267,ADZ39812.1,12267,protein,256
ASQ42762.1_11916,ASQ42762.1,11916,protein,256
UJZ88962.1_12347,UJZ88962.1,12347,protein,256
AJR29084.1_11914,AJR29084.1,11914,protein,256
