acc,seg,Sort
MW491757,,9041
KM204985,,9042
MW491760,,9043
MW491755,,9044
JF705876,,9045
MW491758,,9046
MW491754,,9047
KF395226,,9048
KJ432572,,9049
MZ209657,,9050
MN714687,,9051
KP324827,,9052
KY073493,,9053
KP324828,,9054
GQ294473,,9055
JX297815,,9056
OM320812,,9057
KM204997,,9058
GQ294472,,9059
KP688373,,9060
FJ952155,,9061
KM204999,,9062
OM030290,,9063
MZ328291,,9064
AY840978,,9065
EU373658,,9066
JF911700,,9067
KM205015,,9068
GU212856,,9069
EU373657,,9070
JX569193,,9071
AF473864,,9072
AJ810084,,9073
KM204996,,9074
KC412247,,9075
HQ660076,,9076
MW557336,,9077
MW798173,,9078
KM205007,,9079
JX121109,,9080
HM566195,,9081
KU178986,,9082
KM205024,,9083
MF279192,,9084
MN607593,,9085
OM030292,,9086
MN607594,,9087
KJ830812,,9088
KM817650,,9120
BK014303,,9124
KM817651,,9126
KM817652,,9139
MN781667,,9161
AF104985,,9180
Y18263,,9181
L40883,,9182
AF147498,,9183
KX884450,,9184
KX884456,,9185
KM817649,,9186
KM817636,,9187
MT153454,,9188
MT153372,,9189
MH477288,,9190
MW314718,,9191
MW314717,,9192
MW039260,,9193
KX884448,,9194
KX884414,,9195
KF947078,,9196
MT153466,,9197
MF975531,,9198
MF360790,,9199
JN192445,,9200
KX884430,,9201
KM817661,,9202
MF176268,,9203
KX884428,,9204
KR822819,,9205
KX148552,,9206
KX148553,,9207
MH037149,,9208
KX884463,,9209
MH822965,,9210
MH822964,,9211
MW288226,,9212
LC514055,,9213
MT153376,,9214
KX884032,S1,9215
KX884033,S2,9215
KX884034,S1,9216
KX884035,S2,9216
MG599866,L,9217
MG599868,M,9217
MG599867,S,9217
MK611982,L,9218
MK611983,M,9218
MK611984,S,9218
MK611981,L,9219
MK611979,M,9219
MK611980,S,9219
MG599863,L,9220
MG599865,M,9220
MG599864,S,9220
MN567049,L,9221
MN567050,Seg0,9221
MN567048,S,9221
KR870031,L,9222
KR870017,S,9222
MH483042,L,9223
MH483041,S,9223
MH778629,L,9224
MH483026,S,9224
MN567062,L,9225
MN567061,S,9225
OM456564,L,9226
OM456563,S,9226
MH483025,L,9227
MH483024,S,9227
MH483030,L,9228
MH483029,S,9228
MH483032,L,9229
MH483031,S,9229
MH483044,L,9230
MH483043,S,9230
MW091472,L,9231
MW091473,S,9231
KY432892,L,9233
KY432893,S,9233
AY216502,L,9234
AY012687,S,9234
AY216517,L,9235
AF485256,S,9235
MF317491,L,9236
MF317490,S,9236
AY924390,L,9237
AY924391,S,9237
MZ065537,S,9238
MZ065536,L,9238
AY358026,L,9239
U41071,S,9239
AF427517,L,9240
K02734,S,9240
KP050226,L,9241
KP050227,S,9241
EU260464,L,9242
EU260463,S,9242
AY847351,L,9243
AY847350,S,9243
EU136039,L,9244
EU136038,S,9244
AY216519,L,9245
AF512832,S,9245
MT078838,S,9246
MT078839,L,9246
EU627611,L,9247
AF512831,S,9247
KJ855307,L,9248
KJ855308,S,9248
AY358024,L,9249
AY129247,S,9249
DQ328878,L,9250
DQ328877,S,9250
AY358022,L,9251
AY358023,S,9251
MK935152,L,9252
MK935153,S,9252
MZ065541,S,9253
MZ065540,L,9253
U73034,L,9254
J04324,S,9254
EU627612,L,9255
AF512830,S,9255
MF414201,L,9256
MF414202,S,9256
KC669693,L,9257
KC669698,S,9257
FJ952385,L,9258
FJ952384,S,9258
AB586645,L,9259
AB586644,S,9259
AB972431,L,9260
AB972430,S,9260
AB693151,L,9261
AB693150,S,9261
AY358021,L,9262
AY129248,S,9262
KP867641,L,9263
KM272987,S,9263
GU078661,L,9264
GU078660,S,9264
AY772169,L,9265
AY772170,S,9265
EU914104,L,9266
EU914103,S,9266
KP867642,L,9267
KM272988,S,9267
AY216514,L,9268
U34248,S,9268
EU627613,L,9269
AF485261,S,9269
AY494081,L,9270
AF485262,S,9270
DQ328876,L,9271
AY342390,S,9271
KM020190,L,9272
KM020191,S,9272
AB972429,L,9273
AB972428,S,9273
J04340,L,9274
M20304,S,9274
AY924393,L,9275
AF485263,S,9275
KJ909795,L,9276
KJ909794,S,9276
AY924395,L,9277
AF228063,S,9277
EU938665,L,9278
EF619035,S,9278
JX237768,S,9279
EU938659,L,9280
EU123328,S,9280
EU938663,L,9281
EF619034,S,9281
MG976577,L,9282
MG976578,S,9282
JQ717263,L,9283
JQ717264,S,9283
JQ717261,L,9284
JQ717262,S,9284
KX527582,L,9285
KX527575,S,9285
KR870022,L,9286
KR870012,S,9286
KR870029,L,9287
KR870015,S,9287
KR870023,L,9288
KR870013,S,9288
KC508670,L,9289
KC508669,S,9289
KF297881,L,9290
KF297880,S,9290
MK861116,L,9291
MK861117,M,9291
MK861118,S,9291
MH717874,L,9292
MH717875,M,9292
MH717876,S,9292
KX884856,L,9293
KX884857,M,9293
KX884858,S,9293
MN510769,L,9329
MN510770,M,9329
MN510771,S,9329
MG599943,,9330
MG599946,,9331
MG599949,,9332
MG599952,,9333
KX845680,L,9334
KX845679,M,9334
KX845678,S,9334
JX465388,L,9335
JX465402,M,9335
JX465422,S,9335
KM102249,L,9336
KM102248,M,9336
KM102247,S,9336
MH499472,L,9337
MH499471,M,9337
MH499470,S,9337
KR072623,L,9338
KR072622,M,9338
KR072621,S,9338
KU950715,L,9339
KU950714,M,9339
KU950713,S,9339
KY662275,L,9340
KY662274,M,9340
KY662273,S,9340
AF291704,L,9341
AF291703,M,9341
AF291702,S,9341
KF581136,L,9342
KF581135,M,9342
KF581134,S,9342
AF028022,M,9343
AF482714,S,9343
AF028024,M,9344
AF482715,S,9344
EU929075,M,9345
EU929072,S,9345
KC880347,L,9346
KC880344,M,9346
KC880341,S,9346
GQ244526,L,9347
L36930,M,9347
L36929,S,9347
FJ858378,L,9348
DQ177347,M,9348
DQ256126,S,9348
KC631784,L,9349
KC631783,M,9349
KC631782,S,9349
KX551962,L,9350
KX551961,M,9350
KX551960,S,9350
EF543525,L,9351
EF543526,M,9351
EF543524,S,9351
JX465377,L,9352
JX465395,M,9352
JX465411,S,9352
DQ285047,M,9353
DQ285046,S,9353
JF796036,M,9354
JF796022,S,9354
GQ200821,L,9355
DQ284451,M,9355
DQ285566,S,9355
AJ410617,L,9356
AJ410616,M,9356
AJ410615,S,9356
GQ303582,M,9357
AJ410618,L,9358
JF920148,L,9359
JF920149,M,9359
JF920150,S,9359
KT899703,L,9360
KT899702,M,9360
KT899701,S,9360
EU072488,M,9361
EU072480,S,9361
X55901,L,9362
M14627,M,9362
M14626,S,9362
KC136242,L,9363
KC136243,M,9363
KC136244,S,9363
DQ056292,L,9364
AY675353,M,9364
AY675349,S,9364
HQ834697,L,9365
HQ834696,M,9365
HQ834695,S,9365
KJ857320,L,9366
KJ857337,M,9366
KJ857341,S,9366
KJ857321,L,9367
KJ857338,M,9367
KJ857342,S,9367
AJ011649,L,9368
AJ011647,M,9368
AJ011646,S,9368
HQ404253,L,9369
HM756287,M,9369
HM756286,S,9369
EU788002,L,9370
AY363179,M,9370
AY267347,S,9370
AB620102,L,9371
AB620101,M,9371
AB620100,S,9371
U26828,M,9372
U11427,S,9372
AB620105,L,9373
AB620104,M,9373
AB620103,S,9373
AB620108,L,9374
AB620107,M,9374
AB620106,S,9374
KF735065,L,9375
KF494345,M,9375
KF481954,S,9375
AF005728,M,9376
AF005727,S,9376
JQ611713,L,9377
JQ611714,M,9377
JQ611712,S,9377
FJ809772,L,9378
FJ608550,M,9378
FJ532244,S,9378
L39951,L,9379
L39950,M,9379
L39949,S,9379
FJ593497,L,9380
FJ539167,M,9380
FJ539166,S,9380
EF646763,L,9381
X55129,M,9381
Z49098,S,9381
M63194,L,9382
M29979,M,9382
M32750,S,9382
AB712372,L,9383
AB676848,M,9383
AB675463,S,9383
JX028271,L,9384
JX028272,M,9384
JX028273,S,9384
MK165653,L,9385
MK165654,M,9385
MK165655,S,9385
HM015221,L,9386
HM015219,M,9386
HM015223,S,9386
JQ082302,L,9387
JQ082301,M,9387
JQ082300,S,9387
KY651020,,9388
X56492,L,9389
S47716,M,9389
AY273791,S,9389
KC344269,M,9390
KC344252,S,9390
L37902,L,9391
L37903,M,9391
L37904,S,9391
U36801,M,9392
U09488,S,9392
MK883760,L,9393
MK883758,M,9393
MK883756,S,9393
KC490918,L,9394
KC490919,M,9394
KC490922,S,9394
AM998806,L,9395
AM998807,M,9395
AM998808,S,9395
L08756,M,9396
KU934008,,9397
AJ005637,L,9398
Z69993,M,9398
Z49915,S,9398
KP013556,L,9399
KP013579,M,9399
KP013568,S,9399
JX465403,M,9400
JX465423,S,9400
KJ420567,L,9401
KJ420541,M,9401
KJ420559,S,9401
DQ825770,L,9402
DQ825771,M,9402
AY526097,S,9402
MG599940,,9403
KX884758,L,9405
KX884759,M,9405
KX884760,S,9405
MW315101,L,9406
MW315107,S,9406
KY700684,L,9407
KY700683,S,9407
MT153554,L,9408
MT153521,M,9408
MT153362,S,9408
KU925434,L,9409
KU925435,M,9409
KU925436,S,9409
KU925437,L,9410
KU925438,M,9410
KU925439,S,9410
EU257628,L,9411
EU257627,M,9411
EU257626,S,9411
KP792744,L,9412
KP792745,M,9412
KP792746,S,9412
MF176881,L,9413
MF176882,M,9413
MF176883,S,9413
KU925440,L,9414
KU925441,M,9414
KU925442,S,9414
KU343148,L,9415
KU343149,M,9415
KU343150,S,9415
KP792705,L,9416
KP792706,M,9416
KP792707,S,9416
KU343154,L,9417
KU343155,M,9417
KU343156,S,9417
KP792708,L,9418
KP792709,M,9418
KP792710,S,9418
KU925467,L,9419
KU925468,M,9419
KU925469,S,9419
KU925470,L,9420
KU925471,M,9420
KU925472,S,9420
KU925479,L,9421
KU925480,M,9421
KU925481,S,9421
KP792711,L,9422
KP792712,M,9422
KP792713,S,9422
KU343163,L,9423
KU343164,M,9423
KU343165,S,9423
KU933933,L,9424
KU933934,M,9424
KU933935,S,9424
U15018,L,9425
M94133,M,9425
AF434161,S,9425
JF911697,L,9426
JF911698,M,9426
JF911699,S,9426
MH017280,L,9427
MH017286,M,9427
MH017274,S,9427
KR534878,L,9428
KR534877,M,9428
KR534876,S,9428
AY389361,L,9429
AF467768,M,9429
U88410,S,9429
KP406723,L,9430
KP406724,M,9430
KP406725,S,9430
KM817667,L,9431
KM817706,M,9431
KM817734,S,9431
KF892055,L,9432
KF892056,M,9432
KF892057,S,9432
LC008512,L,9433
LC008511,M,9433
LC008510,S,9433
KR537444,L,9434
KR537445,M,9434
KR537446,S,9434
KR537447,L,9435
KR537448,M,9435
KR537449,S,9435
KP792741,L,9436
KP792742,M,9436
KP792743,S,9436
KU343151,L,9437
KU343152,M,9437
KU343153,S,9437
AB842088,L,9438
AB842089,M,9438
AB842090,S,9438
KT820205,L,9439
KT820206,M,9439
KT820207,S,9439
MN972594,L,9440
MN972595,M,9440
MN972596,S,9440
KM464726,L,9441
KM464725,M,9441
KM464724,S,9441
DQ211612,L,9442
DQ211625,M,9442
DQ211638,S,9442
KU925473,L,9443
KU925474,M,9443
KU925475,S,9443
KU343160,L,9444
KU343161,M,9444
KU343162,S,9444
KP792714,L,9445
KP792715,M,9445
KP792716,S,9445
MK896468,L,9446
MK896467,M,9446
MK896466,S,9446
KU925482,L,9447
KU925483,M,9447
KU925484,S,9447
KU925494,L,9448
KU925495,M,9448
KU925496,S,9448
KU925488,L,9449
KU925489,M,9449
KU925490,S,9449
MT328776,L,9450
MT328775,M,9450
MT328777,S,9450
MT263282,L,9451
MT263283,M,9451
MT263284,S,9451
KM817683,L,9452
KM817717,M,9452
KM817743,S,9452
KR537450,L,9453
KR537451,M,9453
KR537452,S,9453
MN792651,L,9454
MN792652,M,9454
MN792653,S,9454
KU925497,L,9455
KU925498,M,9455
KU925499,S,9455
KM817685,L,9456
KM817718,M,9456
KM817745,S,9456
LC621355,L,9457
LC621356,M,9457
LC621357,S,9457
KR537453,L,9458
KR537454,M,9458
KR537455,S,9458
KU343169,L,9459
KU343170,M,9459
KU343171,S,9459
KJ746877,L,9460
KJ746878,S,9460
KM817676,L,9461
KM817712,M,9461
KM817738,S,9461
KM817674,L,9462
KM817711,M,9462
KM817737,S,9462
KM817702,L,9463
KM817729,M,9463
KM817762,S,9463
JQ659256,L,9464
JQ659257,M,9464
JQ659258,S,9464
KF590577,L,9465
KF590576,M,9465
KF590575,S,9465
KF590574,L,9466
KF590573,M,9466
KF590572,S,9466
KF981633,L,9467
KF981634,M,9467
KF981635,S,9467
MN092355,L,9468
MN092356,M,9468
MN092357,S,9468
MN119734,L,9469
MN119735,M,9469
MN119736,S,9469
MH017275,L,9470
MH017281,M,9470
MH017269,S,9470
MK896653,L,9471
MK896652,M,9471
MK896651,S,9471
MK896620,L,9472
MK896619,M,9472
MK896618,S,9472
KR149249,L,9473
KR149248,M,9473
KR149247,S,9473
KY555808,L,9474
KY555809,M,9474
KY555810,S,9474
HE795087,L,9475
HE795088,M,9475
HE795089,S,9475
AB190458,L,9476
AB100604,M,9476
AB000851,S,9476
MH484339,L,9477
MH484340,M,9477
MH484341,S,9477
KU159766,L,9478
KU159765,M,9478
KU159764,S,9478
MG821226,L,9479
MG821227,M,9479
MG821228,S,9479
KX817330,L,9480
KX817331,M,9480
KX817332,S,9480
JN572062,L,9481
JN572063,M,9481
JN572064,S,9481
MG029269,L,9482
MG029270,M,9482
MG029271,S,9482
MN092352,L,9483
MN092353,M,9483
MN092354,S,9483
MK896635,L,9484
MK896634,M,9484
MK896633,S,9484
MH507154,L,9486
MH507155,M,9486
MH507156,S,9486
JX846606,L,9487
JX846605,M,9487
JX846604,S,9487
MK896626,L,9488
MK896625,M,9488
MK896624,S,9488
MK896623,L,9489
MK896622,M,9489
MK896621,S,9489
KX161718,L,9490
KX161719,M,9490
KX161720,S,9490
MK896641,L,9491
MK896640,M,9491
MK896639,S,9491
MK896629,L,9492
MK896628,M,9492
MK896627,S,9492
MK896480,L,9493
MK896479,M,9493
MK896478,S,9493
MK896617,L,9494
MK896616,M,9494
MK896615,S,9494
MK896614,L,9495
MK896613,M,9495
MK896612,S,9495
MK896591,L,9496
MK896590,M,9496
MK896589,S,9496
MH370821,L,9497
MH370822,M,9497
MH370823,S,9497
MW415981,L,9498
MW415982,M,9498
MW415980,S,9498
MK896611,L,9499
MK896610,M,9499
MK896609,S,9499
OL774846,L,9500
OL774847,M,9500
OL774848,S,9500
MH370824,L,9501
MH370825,M,9501
MH370826,S,9501
KC854418,L,9502
KC854417,M,9502
KC854416,S,9502
KM280929,L,9503
KM280924,M,9503
KM280937,S,9503
KJ481929,L,9504
KJ481928,M,9504
KJ481927,S,9504
KF234253,L,9505
KF234254,M,9505
KF234255,S,9505
KR013235,L,9506
KR013236,M,9506
KR013237,S,9506
X14383,L,9507
M11852,M,9507
D00353,S,9507
M21951,M,9508
M19420,S,9508
AY593726,L,9509
AY593731,M,9509
AY593727,S,9509
KC608152,L,9510
KC608153,M,9510
KC608154,S,9510
EU564830,S,9512
MK896599,L,9513
MK896598,M,9513
MK896597,S,9513
MK896521,L,9514
MK896520,M,9514
MK896519,S,9514
KF697160,L,9515
KF697161,M,9515
KF697162,S,9515
KJ867184,L,9516
KJ867183,M,9516
KJ867182,S,9516
KJ867178,L,9517
KJ867177,M,9517
EU564828,S,9517
KX100135,L,9518
KX100134,M,9518
KX100133,S,9518
JN808311,L,9519
JN808310,M,9519
EU879062,S,9519
KX100120,L,9520
KX100119,M,9520
KX100118,S,9520
KX100129,L,9521
KX100128,M,9521
KX100127,S,9521
KT160026,L,9522
KT160027,M,9522
KT160028,S,9522
KF254776,L,9523
KF254777,M,9523
KF254778,S,9523
KT334540,L,9524
KM092512,L,9525
KM092513,M,9525
KM092514,S,9525
DQ188954,S,9526
MG029275,L,9527
MG029276,M,9527
MG029277,S,9527
JQ675598,L,9528
JQ675599,M,9528
JQ675600,S,9528
JX983194,L,9529
JX983193,M,9529
JX983192,S,9529
KP792660,L,9530
KP792659,M,9530
KP792658,S,9530
KP792675,L,9531
KP792674,M,9531
KP792673,S,9531
MK896644,L,9532
MK896643,M,9532
MK896642,S,9532
KJ710425,L,9533
KJ710423,M,9533
KJ710424,S,9533
KX817312,L,9534
KX817313,M,9534
KX817314,S,9534
U31989,S,9535
KU178983,L,9536
KU178984,M,9536
KU178985,S,9536
KF697138,L,9537
KF697137,M,9537
KF697136,S,9537
KM272174,L,9538
KM272175,M,9538
KM272176,S,9538
KM272183,L,9540
KM272184,M,9540
KM272185,S,9540
KM272186,L,9541
KM272187,M,9541
KM272188,S,9541
KR013232,L,9543
KR013233,M,9543
KR013234,S,9543
KF234256,L,9544
KF234257,M,9544
KF234258,S,9544
KP792663,L,9545
KP792662,M,9545
KP792661,S,9545
KP792666,L,9546
KP792665,M,9546
KP792664,S,9546
KP792657,L,9547
KP792656,M,9547
KP792655,S,9547
MK896570,L,9548
MK896569,M,9548
MK896568,S,9548
MK896557,L,9549
MK896556,M,9549
MK896555,S,9549
KM245524,L,9550
KM245523,M,9550
KM245522,S,9550
MK896567,L,9551
MK896566,M,9551
MK896565,S,9551
MH484348,L,9552
MH484349,M,9552
MH484350,S,9552
KY793537,L,9553
KY793538,M,9553
KY793539,S,9553
JN572065,L,9558
JN572066,M,9558
JN572067,S,9558
KF234075,L,9559
KF234074,M,9559
KF234073,S,9559
KY569262,L,9560
KY569263,M,9560
KY569264,S,9560
KF697139,L,9561
KF697140,M,9561
KF697141,S,9561
KR260738,L,9562
KR260739,M,9562
KR260740,S,9562
HM007352,L,9563
HM007351,M,9563
HM007350,S,9563
EU789573,L,9564
U88059,M,9564
U47137,S,9564
KX817318,L,9565
KX817319,M,9565
KX817320,S,9565
KX817336,L,9566
KX817337,M,9566
KX817338,S,9566
JQ675603,L,9567
JQ675602,M,9567
JQ675601,S,9567
MK896554,L,9568
MK896553,M,9568
MK896552,S,9568
KJ867205,L,9569
KJ867204,M,9569
KJ867203,S,9569
MH484306,L,9570
MH484307,M,9570
MH484308,S,9570
MG828823,L,9571
MG820264,M,9571
MG696865,S,9571
MH484324,L,9572
MH484325,M,9572
MH484326,S,9572
MK896548,L,9573
MK896547,M,9573
MK896546,S,9573
KX817321,L,9574
KX817322,M,9574
KX817323,S,9574
EU203678,L,9575
EU262553,M,9575
EU294510,S,9575
HQ734817,L,9576
HQ734821,M,9576
HQ734824,S,9576
KP792669,L,9577
KP792668,M,9577
KP792667,S,9577
MK896432,L,9578
MK896431,M,9578
MK896430,S,9578
KT820202,L,9579
KT820203,M,9579
KT820204,S,9579
EF485032,L,9580
EF485031,M,9580
EF485030,S,9580
MK896545,L,9581
MK896544,M,9581
MK896543,S,9581
HM627178,L,9582
HM627176,M,9582
HM627177,S,9582
MK514125,L,9583
MK514122,M,9583
MK514119,S,9583
KP792672,L,9584
KP792671,M,9584
KP792670,S,9584
KX817324,L,9585
KX817325,M,9585
KX817326,S,9585
JN572068,L,9586
JN572069,M,9586
JN572070,S,9586
KF254779,L,9587
KF254780,M,9587
KF254781,S,9587
MK896441,L,9588
MK896440,M,9588
MK896439,S,9588
KY910429,L,9589
KY910430,M,9589
KY910431,S,9589
KP835520,L,9590
KP835519,M,9590
KP835518,S,9590
KF697150,L,9591
KF697149,M,9591
KF697148,S,9591
KJ481926,L,9593
KJ481925,M,9593
KJ481924,S,9593
KF254770,L,9594
KF254771,M,9594
KF254772,S,9594
KP792693,L,9596
KP792692,M,9596
KP792691,S,9596
KX817327,L,9597
KX817328,M,9597
KX817329,S,9597
KF697153,L,9598
KF697151,M,9598
KF697152,S,9598
MK896527,L,9599
MK896526,M,9599
MK896525,S,9599
KY013487,L,9601
KY013488,M,9601
KY013489,S,9601
KJ481923,L,9602
KJ481922,M,9602
KJ481921,S,9602
MK896536,L,9603
MK896535,M,9603
MK896534,S,9603
KX817333,L,9605
KX817334,M,9605
KX817335,S,9605
MG029287,L,9606
MG029288,M,9606
MG029289,S,9606
MH018032,L,9607
MH018033,M,9607
MH018034,S,9607
MK896512,L,9608
MK896511,M,9608
MK896510,S,9608
MH484312,L,9609
MH102378,M,9609
MH015350,S,9609
KJ867190,L,9610
KJ867189,M,9610
KJ867188,S,9610
KJ867202,L,9612
KJ867201,M,9612
KJ867200,S,9612
MK896509,L,9613
MK896508,M,9613
MK896507,S,9613
MW685514,L,9614
MW685515,M,9614
MW685616,S,9614
KF254773,L,9618
KF254774,M,9618
KF254775,S,9618
MK896518,L,9619
MK896517,M,9619
MK896516,S,9619
MK896477,L,9620
MK896476,M,9620
MK896475,S,9620
AF484424,L,9621
AF441119,M,9621
AY237111,S,9621
KF697142,L,9622
KF697143,M,9622
KF697144,S,9622
KF697147,L,9623
KF697145,M,9623
KF697146,S,9623
KP691627,L,9624
KP691628,M,9624
KP691629,S,9624
HM639780,L,9626
HM639779,M,9626
HM639778,S,9626
MK896500,L,9627
MK896499,M,9627
MK896498,S,9627
MH017277,L,9628
MH017283,M,9628
MH017273,S,9628
MH017276,L,9629
MH017282,M,9629
MH017270,S,9629
HE795093,L,9631
HE795094,M,9631
HE795095,S,9631
JN968590,L,9632
JN968591,M,9632
JN968592,S,9632
MF066368,L,9633
MF066369,M,9633
MF066370,S,9633
HE795096,L,9634
HE795097,M,9634
HE795098,S,9634
HE795099,L,9635
HE795100,M,9635
HE795101,S,9635
MK896474,L,9636
MK896473,M,9636
MK896472,S,9636
MK896486,L,9637
MK896485,M,9637
MK896484,S,9637
KC355457,L,9638
KC355458,M,9638
KC355459,S,9638
HE795090,L,9639
HE795091,M,9639
HE795092,S,9639
HE795102,L,9640
HE795103,M,9640
HE795104,S,9640
HE795105,L,9641
HE795106,M,9641
HE795107,S,9641
MH484327,L,9642
MH484328,M,9642
MH484329,S,9642
KX100132,L,9643
KX100131,M,9643
KX100130,S,9643
KX100111,L,9644
KX100110,M,9644
KX100109,S,9644
MH484330,L,9645
MH484331,M,9645
MH484332,S,9645
KF153118,L,9646
KF153117,M,9646
KC510272,S,9646
HE795108,L,9647
HE795109,M,9647
HE795110,S,9647
JN572071,L,9649
JN572072,M,9649
JN572073,S,9649
MH017278,L,9650
MH017284,M,9650
MH017271,S,9650
MF497778,L,9651
MF497776,M,9651
MF497775,S,9651
EU665255,L,9655
EU622819,M,9655
EU622820,S,9655
MK896459,L,9656
MK896458,M,9656
MK896457,S,9656
KP792678,L,9657
KP792677,M,9657
KP792676,S,9657
MK896453,L,9658
MK896452,M,9658
MK896451,S,9658
FJ943510,L,9659
FJ943508,M,9659
FJ943505,S,9659
MK896450,L,9660
MK896449,M,9660
MK896448,S,9660
KP792681,L,9661
KP792680,M,9661
KP792679,S,9661
KP792654,L,9662
KP792653,M,9662
KP792652,S,9662
EU409297,M,9664
MH484336,L,9665
MH484337,M,9665
MH484338,S,9665
MK896447,L,9666
MK896446,M,9666
MK896445,S,9666
MG792213,L,9667
MG792214,M,9667
MG792215,S,9667
MK896444,L,9668
MK896443,M,9668
MK896442,S,9668
MK330169,L,9669
MK330170,M,9669
MK330171,S,9669
KF697154,L,9670
KF697155,M,9670
KF697156,S,9670
KP792690,L,9671
KP792689,M,9671
KP792688,S,9671
KX470551,L,9672
KX470552,M,9672
KX470553,S,9672
JN572080,L,9673
JN572081,M,9673
JN572082,S,9673
JN572074,L,9674
JN572075,M,9674
JN572076,S,9674
KX579499,L,9675
KX579500,M,9675
KX579501,S,9675
MK330759,L,9677
MK330760,M,9677
MK330761,S,9677
MK330762,L,9678
MK330763,M,9678
MK330764,S,9678
KM225257,L,9679
KM225258,M,9679
KM225259,S,9679
KM225254,L,9680
KM225255,M,9680
KM225256,S,9680
KM225260,L,9681
KM225261,M,9681
KM225262,S,9681
KM817679,L,9682
KM817714,M,9682
KM817739,S,9682
MN982386,Seg0,9683
MN982384,Seg1,9683
MN982385,Seg2,9683
KP710246,L,9684
KP710264,M,9684
KP710267,S,9684
MN661015,L,9685
MN661017,M,9685
MN661016,S,9685
MT153364,L,9686
MT153439,M,9686
MT153396,S,9686
MW039262,L,9687
MW039263,M,9687
MW039264,S,9687
MW274743,Seg0,9688
MW274744,Seg1,9688
MW274745,Seg2,9688
MW274746,Seg0,9689
MW274747,Seg1,9689
MW274748,Seg2,9689
KP710232,L,9690
KP710240,M,9690
KP710243,S,9690
KM817698,L,9691
KM817727,M,9691
KM817759,S,9691
MH822966,L,9692
MH822967,M,9692
MH822968,S,9692
MW434660,Seg0,9693
MW434632,Seg1,9693
MW434647,Seg2,9693
MW274737,Seg0,9694
MW274738,Seg1,9694
MW274739,Seg2,9694
MT153542,L,9695
MT153459,M,9695
MT153483,S,9695
MN661021,Seg0,9696
MN661023,Seg1,9696
MN661022,Seg2,9696
MF176242,L,9697
MF176243,M,9697
MF176244,S,9697
MN513376,Seg0,9698
MN513375,Seg1,9698
MN513374,Seg2,9698
MZ209987,L,9699
MZ209988,M,9699
MZ209989,S,9699
KY053854,L,9700
KY053855,M,9700
KY053856,S,9700
KX884786,L,9701
KX884787,M,9701
KX884788,S,9701
KJ434182,L,9702
KJ434183,M,9702
KJ434184,S,9702
MW434703,Seg0,9703
MW434675,Seg1,9703
MW434690,Seg2,9703
MN168168,L,9704
MN168169,M,9704
MN168170,S,9704
KX884775,L,9705
KX884776,M,9705
KX884777,S,9705
MW274740,Seg0,9706
MW274741,Seg1,9706
MW274742,Seg2,9706
MZ210010,L,9707
MZ210011,M,9707
MZ210012,S,9707
KM817688,L,9708
KM817721,M,9708
KM817748,S,9708
KM817697,L,9709
KM817726,M,9709
KM817758,S,9709
KM817675,L,9710
KX650646,M,9710
KX650647,S,9710
KM817692,L,9711
KM817724,M,9711
KM817753,S,9711
KF848980,L,9712
KF848981,M,9712
KF848982,S,9712
KC589005,L,9713
KC589006,M,9713
KC589007,S,9713
JX961616,L,9714
JX961617,M,9714
JX961618,S,9714
HM745930,L,9715
HM745931,M,9715
HM745932,S,9715
KT328593,L,9716
KT328592,M,9716
KT328591,S,9716
KJ740148,L,9717
KJ740147,M,9717
KJ740146,S,9717
KM114252,L,9718
KM114253,M,9718
KM114254,S,9718
KC335496,L,9719
KC335497,M,9719
KC335498,S,9719
MN823639,L,9720
MN823640,M,9720
MN823641,S,9720
KX884796,L,9721
KX884797,M,9721
KX884798,S,9721
MN163034,L,9722
MN163035,M,9722
MN163036,S,9722
BK062758,L,9731
BK062757,M,9731
BK062756,S,9731
BK062755,L,9732
BK062754,M,9732
BK062753,S,9732
KF543244,L,9733
KF543245,M,9733
KF543246,S,9733
HQ541738,L,9734
HQ541737,M,9734
HQ541736,S,9734
KM817703,L,9735
KM817730,M,9735
KM817763,S,9735
MT498812,L,9736
MT498813,M,9736
MT498814,S,9736
MT498815,S2,9736
MT860240,L,9737
MT860248,M,9737
MT860256,S,9737
KM817690,S1,9738
KM817723,S2,9738
KM817751,S3,9738
KM817750,S4,9738
KX884809,L,9739
KX884810,M,9739
KX884811,S,9739
KX884772,L,9740
KX884773,M,9740
KX884774,S,9740
KM048313,L,9741
KM048314,S,9741
KU230449,L,9742
KU230450,S,9742
MF141052,L,9743
MF141053,S,9743
KX774630,L,9747
MG256515,M,9747
KX774631,S,9747
MW741894,L,9748
MW741896,M,9748
MW741895,S,9748
MN752229,L,9751
MN752230,M,9751
MN752231,S,9751
KX272883,L,9752
KX272884,M,9752
KX272885,S,9752
MN661012,L,9753
MN661014,M,9753
MN661013,S,9753
MN167501,L,9754
MN167502,S,9754
KT693187,L,9755
KT693188,M,9755
KT693189,S,9755
MN053784,L,9756
MN053785,M,9756
MN053786,S,9756
KX884799,L,9757
KX884800,M,9757
KX884801,S,9757
MT498816,L,9758
MT498818,M,9758
MT498817,S,9758
KR003786,L,9759
KR003784,M,9759
KR003785,S,9759
KM817689,L,9760
KM817722,M,9760
KM817749,S,9760
KM817700,L,9761
KM817728,M,9761
KM817761,S,9761
