query	target 	#match	Len	#mismatch	#gapOpen	qstart	qend	tstart	tend	eval	score
4r0e_polio_rdrp	AFV92902.1.11_10582	0.007	460	24	0	139	165	434	460	8.04E+02	7.6
4r0e_polio_rdrp	BAS53431.1.1.7_10868	0.004	460	17	0	139	157	429	447	8.07E+02	7.5
4r0e_polio_rdrp	AHN05554.1.11_10909	0.004	472	17	0	139	157	441	459	8.15E+02	7.5
4r0e_polio_rdrp	BAA04609.1.9_7118	0.017	591	46	0	200	256	20	75	9.41E+02	7.5
4r0e_polio_rdrp	ALG04730.2.1.11_10608	0.009	453	24	0	138	165	425	452	8.04E+02	7.5
4r0e_polio_rdrp	AQP31133.1.1.5_10931	0.019	369	19	0	139	164	341	366	7.97E+02	7.5
4r0e_polio_rdrp	BAA36518.1.1.7_7224	0.008	475	47	0	207	257	21	71	8.68E+02	7.5
4r0e_polio_rdrp	ALL35268.1.1.6_10837	0.022	462	29	0	227	265	96	134	8.05E+02	7.5
4r0e_polio_rdrp	AAM00276.1.1.10_10602	0.011	453	23	0	138	165	425	452	8.21E+02	7.5
4r0e_polio_rdrp	ALI16778.1.1.8_10140	0.006	323	18	0	141	160	298	317	1.01E+03	7.5
4r0e_polio_rdrp	AAX68554.1.1.7_7225	0.008	475	53	0	201	257	15	71	8.83E+02	7.5
4r0e_polio_rdrp	AGC69961.1.1.7_10367	0.013	461	21	0	139	165	434	460	8.44E+02	7.5
4r0e_polio_rdrp	BAA22479.1.1.7_7226	0.008	475	52	0	202	257	16	71	9.00E+02	7.5
4r0e_polio_rdrp	BAP81884.1.1.5_10930	0.014	362	10	0	139	153	345	359	8.09E+02	7.5
4r0e_polio_rdrp	AAA45465.1.1.5_10827	0.011	463	14	0	139	157	428	446	8.24E+02	7.4
4r0e_polio_rdrp	AAA45466.1.1.5_10827	0.011	463	14	0	139	157	428	446	8.24E+02	7.4
4r0e_polio_rdrp	ACK37372.1.11_10642	0.007	460	24	0	139	165	433	459	8.56E+02	7.4
4r0e_polio_rdrp	AFD29233.1.1.19_10197	0.007	911	18	0	223	246	247	270	1.24E+03	7.4
4r0e_polio_rdrp	APG77323.1.1.2_10212	0.011	355	17	0	291	311	21	41	1.05E+03	7.4
4r0e_polio_rdrp	AIT99457.1.1.9_10776	0.009	451	23	0	139	165	424	450	8.53E+02	7.4
4r0e_polio_rdrp	AHN05554.1.1.6_10909	0.004	462	17	0	139	157	431	449	8.48E+02	7.4
4r0e_polio_rdrp	AAK82238.1_11950	0.047	193	25	0	256	289	112	145	1.57E+03	7.4
4r0e_polio_rdrp	AWK02691.1.1.7_10860	0.004	458	18	0	138	157	426	445	8.69E+02	7.4
4r0e_polio_rdrp	AUG90519.1.1.6_10889	0.011	380	15	0	139	157	349	367	8.40E+02	7.4
4r0e_polio_rdrp	ASW27061.1_94	0.015	532	18	0	369	394	166	191	1.48E+03	7.4
4r0e_polio_rdrp	BAV53294.1.1.6_10966	0.005	371	25	0	139	165	343	369	8.52E+02	7.4
4r0e_polio_rdrp	BAS53431.1.11_10868	0.004	474	17	0	139	157	443	461	8.83E+02	7.3
4r0e_polio_rdrp	AIP90502.1.1.6_10908	0.004	456	17	0	139	157	425	443	8.69E+02	7.3
4r0e_polio_rdrp	AEM05831.1.1.6_10854	0.004	458	17	0	139	157	427	445	8.86E+02	7.3
4r0e_polio_rdrp	ACO59901.1.4_6752	0.016	608	53	0	25	87	27	89	1.08E+03	7.3
4r0e_polio_rdrp	ADL38959.1.1.6_10886	0.002	452	18	0	139	157	427	445	8.87E+02	7.3
4r0e_polio_rdrp	ADL38959.1.11_10886	0.002	470	18	0	139	157	439	457	8.89E+02	7.3
4r0e_polio_rdrp	CCV02449.1_11949	0.016	314	18	0	246	269	279	301	7.86E+02	7.3
4r0e_polio_rdrp	AAB58782.1.1.16_7150	0.009	564	20	1	243	268	538	564	1.10E+03	7.3
4r0e_polio_rdrp	ACS32214.2.1.6_10907	0.004	457	17	0	139	157	426	444	8.89E+02	7.3
4r0e_polio_rdrp	ACK37394.1.1.10_10673	0.007	450	24	0	139	165	423	449	9.05E+02	7.2
4r0e_polio_rdrp	AJA91182.1.1.10_7167	0.013	560	19	0	402	433	535	560	1.08E+03	7.2
4r0e_polio_rdrp	ACK37398.1.1.10_10677	0.009	447	23	0	139	165	420	446	9.16E+02	7.2
4r0e_polio_rdrp	ACD80088.1.1.7_10950	0.011	371	23	0	139	165	343	369	9.02E+02	7.2
4r0e_polio_rdrp	AAV34151.1.1.16_7210	0.022	645	46	1	363	436	579	638	1.17E+03	7.2
4r0e_polio_rdrp	AAV34156.1.1.12_7169	0.014	564	29	0	244	287	156	192	1.16E+03	7.2
4r0e_polio_rdrp	AVM87407.1.1.6_10823	0.005	396	17	0	139	157	365	383	8.99E+02	7.2
4r0e_polio_rdrp	AAS17963.1.1.4_10256	0.007	438	24	0	232	258	2	28	1.05E+03	7.2
4r0e_polio_rdrp	AJO54282.1.1.10_10765	0.002	451	27	0	138	165	423	450	9.26E+02	7.2
4r0e_polio_rdrp	CCR60600.1.1.6_10968	0.011	371	22	0	139	164	343	368	8.86E+02	7.2
4r0e_polio_rdrp	AHK24839.1.11_10783	0.002	460	26	0	139	165	432	458	9.37E+02	7.2
4r0e_polio_rdrp	ARM53611.1.1.12_10617	0.009	453	24	0	138	165	425	452	9.27E+02	7.2
4r0e_polio_rdrp	AJF45985.1.1.9_10794	0.009	451	24	0	138	165	423	450	9.32E+02	7.2
4r0e_polio_rdrp	AIF74250.1.1.6_10870	0.004	453	17	0	139	157	423	441	9.41E+02	7.2
4r0e_polio_rdrp	ATP66636.1.1.8_10142	0.006	323	18	0	141	160	298	317	1.17E+03	7.2
4r0e_polio_rdrp	AIK23445.1.1.4_10850	0.011	467	27	1	138	169	435	467	9.34E+02	7.2
4r0e_polio_rdrp	AMQ25905.1.1.6_10834	0.004	464	17	0	139	157	429	447	9.28E+02	7.2
4r0e_polio_rdrp	ABK88241.1.1.10_10586	0.007	452	24	0	139	165	425	451	9.47E+02	7.2
4r0e_polio_rdrp	ACK37367.1.11_10633	0.009	460	23	0	139	165	433	459	9.50E+02	7.2
4r0e_polio_rdrp	AVN87698.1.1.4_10917	0.004	462	17	0	139	157	431	449	9.35E+02	7.1
4r0e_polio_rdrp	ARM53611.1.12_10617	0.009	461	24	0	138	165	433	460	9.53E+02	7.1
4r0e_polio_rdrp	ALL35273.1.1.6_10835	0.022	463	29	0	227	265	97	135	9.45E+02	7.1
4r0e_polio_rdrp	BAM44715.1.1.7_10379	0.009	460	23	0	139	165	433	459	9.56E+02	7.1
4r0e_polio_rdrp	AWB14573.1.1.7_10859	0.004	458	18	0	138	157	426	445	9.65E+02	7.1
4r0e_polio_rdrp	AAA43037.1.1.8_10358	0.011	459	22	0	139	165	432	458	9.48E+02	7.1
4r0e_polio_rdrp	AEL19656.1.10_10853	0.004	468	17	0	139	157	437	455	9.66E+02	7.1
4r0e_polio_rdrp	ABP68884.2.1.7_10370	0.009	460	23	0	139	165	433	459	9.50E+02	7.1
4r0e_polio_rdrp	AFV48064.1.1.6_10817	0.005	366	25	0	139	165	339	365	9.17E+02	7.1
4r0e_polio_rdrp	ABU62849.1.1.9_10747	0.009	451	23	0	139	165	424	450	9.74E+02	7.1
4r0e_polio_rdrp	ACZ67658.1.11_10757	0.002	460	26	0	139	165	432	458	9.96E+02	7.1
4r0e_polio_rdrp	ABF51203.1.1.10_10697	0.007	452	24	0	139	165	425	451	9.90E+02	7.1
4r0e_polio_rdrp	ABK88241.1.11_10586	0.007	457	24	0	139	165	430	456	9.82E+02	7.1
4r0e_polio_rdrp	ABK29455.2.11_10749	0.007	460	24	0	139	165	432	458	9.94E+02	7.1
4r0e_polio_rdrp	ABF51199.1.1.10_10660	0.009	447	23	0	139	165	420	446	9.86E+02	7.1
4r0e_polio_rdrp	ASK12212.1.1.2_10987	0.013	314	37	0	418	458	62	102	9.61E+02	7.1
4r0e_polio_rdrp	AHK24839.1.1.11_10783	0.002	451	26	0	139	165	424	450	9.91E+02	7.1
4r0e_polio_rdrp	AIK67137.1.1.6_10856	0.009	457	27	0	139	169	427	457	9.93E+02	7.0
4r0e_polio_rdrp	ACF60607.1.10_10951	0.011	469	21	0	139	164	440	465	9.93E+02	7.0
4r0e_polio_rdrp	QEI03692.1_12372	0.022	318	23	0	233	262	39	68	9.77E+02	7.0
4r0e_polio_rdrp	ACK37427.1.1.10_10703	0.007	452	25	0	138	165	424	451	1.02E+03	7.0
4r0e_polio_rdrp	ABF51182.1.1.10_10724	0.002	452	26	0	139	165	425	451	1.02E+03	7.0
4r0e_polio_rdrp	ABC41566.1.10_10947	0.011	469	22	0	139	165	440	466	9.99E+02	7.0
4r0e_polio_rdrp	ADL38961.1.1.5_10887	0.004	452	17	0	139	157	427	445	1.00E+03	7.0
4r0e_polio_rdrp	AVM87420.1.1.6_10818	0.009	424	16	0	138	157	398	417	9.70E+02	7.0
4r0e_polio_rdrp	AEL31291.1.1.9_10793	0.007	451	24	0	139	165	424	450	9.98E+02	7.0
4r0e_polio_rdrp	ABU62848.1.11_10746	0.007	460	24	0	139	165	432	458	1.03E+03	7.0
4r0e_polio_rdrp	AAC55951.1.1.7_7219	0.008	475	53	0	201	257	15	71	1.08E+03	7.0
4r0e_polio_rdrp	AIK23445.1.11_10850	0.006	478	16	1	139	157	446	465	1.03E+03	7.0
4r0e_polio_rdrp	AAO83985.1.1.6_10964	0.005	371	25	0	139	165	343	369	9.95E+02	7.0
4r0e_polio_rdrp	ACK37408.1.1.10_10688	0.007	451	24	0	139	165	424	450	1.04E+03	6.9
4r0e_polio_rdrp	BAA92848.1_11453	0.003	1512	6	0	426	435	750	759	1.26E+03	6.9
4r0e_polio_rdrp	ABF51206.1.1.10_10655	0.007	450	25	0	138	165	422	449	1.03E+03	6.9
4r0e_polio_rdrp	ABI54482.1.1.25_7166	0.021	567	44	0	363	433	512	567	1.31E+03	6.9
4r0e_polio_rdrp	ABI54482.1.1.23_7166	0.010	904	26	1	243	278	860	896	1.25E+03	6.9
4r0e_polio_rdrp	ALL35274.1.1.6_10832	0.009	458	15	0	139	157	423	441	1.03E+03	6.9
4r0e_polio_rdrp	AQX56710.1.1.5_10937	0.011	348	2	0	54	59	1	6	1.00E+03	6.9
4r0e_polio_rdrp	AAC58782.1_7193	0.027	337	28	0	244	287	15	51	1.28E+03	6.9
4r0e_polio_rdrp	ALL35267.1.1.6_10833	0.017	464	31	0	227	265	98	136	1.02E+03	6.9
4r0e_polio_rdrp	BAA00176.1.1.11_7189	0.018	567	39	1	218	268	517	567	1.28E+03	6.9
4r0e_polio_rdrp	AAY60849.1.2_10264	0.013	480	17	0	139	163	458	480	1.02E+03	6.9
4r0e_polio_rdrp	AAA45762.1.1.10_10700	0.009	447	23	0	139	165	420	446	1.04E+03	6.9
4r0e_polio_rdrp	ALG04780.2.1.10_10609	0.009	453	24	0	138	165	425	452	1.05E+03	6.9
4r0e_polio_rdrp	ABF51191.1.1.10_10650	0.007	450	24	0	139	165	423	449	1.05E+03	6.9
4r0e_polio_rdrp	ACK37408.1.11_10688	0.007	459	24	0	139	165	432	458	1.06E+03	6.9
4r0e_polio_rdrp	AFP96991.1.11_10938	0.006	490	16	0	139	157	457	475	1.04E+03	6.9
4r0e_polio_rdrp	AAC97204.1.4_6762	0.023	617	68	1	333	417	41	131	1.31E+03	6.9
4r0e_polio_rdrp	ABF51196.1.1.10_10692	0.007	450	24	0	139	165	423	449	1.07E+03	6.9
4r0e_polio_rdrp	ABN05226.1.1.13_7124	0.015	517	46	1	200	256	6	61	1.13E+03	6.9
4r0e_polio_rdrp	AAL69623.2.11_10555	0.004	462	25	0	139	165	435	461	1.09E+03	6.9
4r0e_polio_rdrp	AAA48498.2.1.12_7188	0.011	567	14	0	325	344	441	460	1.31E+03	6.9
4r0e_polio_rdrp	CAC82713.1.1.10_7185	0.016	560	24	0	248	287	161	193	1.26E+03	6.9
4r0e_polio_rdrp	AAB70695.1.1.16_7151	0.025	643	44	1	363	437	578	637	1.34E+03	6.9
4r0e_polio_rdrp	ACR23347.1_11473	0.004	1394	4	0	426	435	680	689	1.23E+03	6.9
4r0e_polio_rdrp	ACK37444.1.1.10_10725	0.002	452	26	0	139	165	425	451	1.09E+03	6.9
4r0e_polio_rdrp	AEX93173.1.1.10_10604	0.009	453	23	0	139	165	426	452	1.07E+03	6.8
4r0e_polio_rdrp	CAC82912.1.10_7184	0.016	898	46	1	363	437	826	885	1.24E+03	6.8
4r0e_polio_rdrp	AGC52807.1.1.7_7112	0.018	514	45	0	201	255	4	57	1.18E+03	6.8
4r0e_polio_rdrp	ACK37389.1.1.10_10668	0.007	450	24	0	139	165	423	449	1.09E+03	6.8
4r0e_polio_rdrp	AFV50346.1_11893	0.030	232	32	0	124	162	5	43	1.91E+03	6.8
4r0e_polio_rdrp	ACK37402.1.11_10682	0.007	460	24	0	139	165	433	459	1.11E+03	6.8
4r0e_polio_rdrp	ATY47700.1.1.7_10803	0.004	448	25	0	139	165	421	447	1.08E+03	6.8
4r0e_polio_rdrp	AHZ13508.1.1.16_7212	0.016	645	24	1	243	276	608	643	1.41E+03	6.8
4r0e_polio_rdrp	ANK57897.1.1.16_7213	0.016	645	24	1	243	276	608	643	1.41E+03	6.8
4r0e_polio_rdrp	ARB08102.1.1.16_7211	0.016	645	24	1	243	276	608	643	1.41E+03	6.8
4r0e_polio_rdrp	AFN70966.1.11_10972	0.009	455	23	0	139	165	427	453	1.11E+03	6.8
4r0e_polio_rdrp	ATY47699.1.1.6_10858	0.004	458	17	0	139	157	427	445	1.12E+03	6.8
4r0e_polio_rdrp	ABF51206.1.11_10655	0.007	460	24	0	139	165	433	459	1.11E+03	6.8
4r0e_polio_rdrp	CAA26181.1.1.10_10635	0.007	450	25	0	138	165	422	449	1.11E+03	6.8
4r0e_polio_rdrp	ABO37273.1_11891	0.030	233	32	0	124	162	6	44	1.94E+03	6.8
4r0e_polio_rdrp	AGW43024.1.1.4_10940	0.005	391	17	0	139	157	361	379	1.06E+03	6.8
4r0e_polio_rdrp	BAA00168.1.11_10634	0.009	460	23	0	139	165	433	459	1.13E+03	6.8
4r0e_polio_rdrp	AAA45466.1.11_10827	0.010	489	34	0	227	265	123	161	1.11E+03	6.8
4r0e_polio_rdrp	ACK37388.1.11_10666	0.009	460	23	0	139	165	433	459	1.12E+03	6.8
4r0e_polio_rdrp	ALR95870.1.11_10839	0.018	490	29	0	228	265	125	162	1.09E+03	6.8
4r0e_polio_rdrp	APM87483.1.1.7_10872	0.002	453	19	0	138	157	426	445	1.11E+03	6.8
4r0e_polio_rdrp	AFS33290.1.11_10577	0.007	461	24	0	139	165	434	460	1.12E+03	6.8
4r0e_polio_rdrp	ABI23562.1.1.14_7201	0.009	567	15	0	325	344	441	460	1.37E+03	6.8
4r0e_polio_rdrp	ABI54478.1.1.24_7198	0.010	904	27	1	243	279	860	897	1.34E+03	6.8
4r0e_polio_rdrp	ACK37413.1.1.10_10696	0.007	452	24	0	139	165	425	451	1.12E+03	6.8
4r0e_polio_rdrp	AEG42388.1.11_10739	0.007	460	24	0	139	165	433	459	1.13E+03	6.8
4r0e_polio_rdrp	AAM46079.1.1.6_10962	0.003	371	26	0	139	165	343	369	1.08E+03	6.8
4r0e_polio_rdrp	AKR04313.1_12023	0.039	384	48	1	397	459	108	172	2.43E+03	6.7
4r0e_polio_rdrp	AWK02683.1.1.7_10369	0.013	461	21	0	139	165	434	460	1.12E+03	6.7
4r0e_polio_rdrp	ABG37975.1.1.12_7176	0.019	567	38	1	218	268	517	567	1.36E+03	6.7
4r0e_polio_rdrp	ACR14890.2.1.9_10753	0.009	451	23	0	139	165	424	450	1.10E+03	6.7
4r0e_polio_rdrp	ACK37407.1.11_10726	0.004	460	26	0	138	165	432	459	1.14E+03	6.7
4r0e_polio_rdrp	ABI54483.1.1.24_7199	0.010	904	27	1	243	279	860	897	1.36E+03	6.7
4r0e_polio_rdrp	BAB62889.1.1.7_10852	0.004	458	17	0	139	157	427	445	1.13E+03	6.7
4r0e_polio_rdrp	AVM87444.1.1.6_10885	0.003	374	19	0	138	157	342	361	1.09E+03	6.7
4r0e_polio_rdrp	ABI54481.1.1.25_7204	0.014	567	22	0	251	287	163	192	1.44E+03	6.7
4r0e_polio_rdrp	CAB95006.3_11452	0.008	512	15	0	139	157	487	505	1.15E+03	6.7
4r0e_polio_rdrp	AAX47044.1.1.10_10548	0.004	454	25	0	139	165	427	453	1.15E+03	6.7
4r0e_polio_rdrp	ABB90673.1.1.12_7197	0.014	564	12	0	325	344	438	457	1.40E+03	6.7
4r0e_polio_rdrp	ACK37419.1.1.10_10698	0.007	450	24	0	139	165	423	449	1.15E+03	6.7
4r0e_polio_rdrp	AAA43037.1.10_10358	0.011	460	22	0	139	165	432	458	1.14E+03	6.7
4r0e_polio_rdrp	AGH70217.1.1.5_7217	0.010	479	46	0	206	256	20	70	1.25E+03	6.7
4r0e_polio_rdrp	CAC82713.1.10_7185	0.010	897	21	0	251	287	485	514	1.29E+03	6.7
4r0e_polio_rdrp	AVN87697.1.1.5_10915	0.004	462	17	0	139	157	431	449	1.15E+03	6.7
4r0e_polio_rdrp	AAC58790.1_7192	0.027	337	28	0	244	287	15	51	1.41E+03	6.7
4r0e_polio_rdrp	ACX85471.1_11472	0.004	1395	4	0	426	435	683	692	1.36E+03	6.7
4r0e_polio_rdrp	AFQ55916.1.1.10_10606	0.009	453	24	0	138	165	425	452	1.16E+03	6.7
4r0e_polio_rdrp	ABB76805.1.12_10349	0.011	464	10	0	243	257	449	463	1.15E+03	6.7
4r0e_polio_rdrp	AIK23440.1.1.6_10913	0.004	462	18	0	138	157	430	449	1.15E+03	6.7
4r0e_polio_rdrp	ALG04780.2.11_10609	0.009	461	24	0	138	165	433	460	1.17E+03	6.7
4r0e_polio_rdrp	ACK37382.1.11_10656	0.007	460	24	0	139	165	433	459	1.16E+03	6.7
4r0e_polio_rdrp	CCU56255.1_12049	0.034	205	51	0	369	426	40	97	1.11E+03	6.7
4r0e_polio_rdrp	ACK37396.1.1.10_10675	0.007	450	24	0	139	165	423	449	1.16E+03	6.7
4r0e_polio_rdrp	ACK37379.1.1.10_10652	0.007	450	24	0	139	165	423	449	1.16E+03	6.7
4r0e_polio_rdrp	AAF99206.1_109	0.022	315	17	0	143	166	286	309	2.12E+03	6.7
4r0e_polio_rdrp	AAL69636.2.11_10490	0.002	462	26	0	139	165	435	461	1.18E+03	6.6
4r0e_polio_rdrp	ABF51181.1.11_10721	0.007	460	25	0	138	165	432	459	1.19E+03	6.6
4r0e_polio_rdrp	AUO14936.1_12445	0.039	76	15	0	284	301	9	26	2.18E+03	6.6
4r0e_polio_rdrp	ACB29695.1.12_10371	0.009	461	23	0	139	165	433	459	1.16E+03	6.6
4r0e_polio_rdrp	BAA00168.1.1.10_10634	0.009	450	23	0	139	165	423	449	1.18E+03	6.6
4r0e_polio_rdrp	AAR38847.1.11_10474	0.002	462	26	0	139	165	435	461	1.20E+03	6.6
4r0e_polio_rdrp	ACK37444.1.11_10725	0.002	460	26	0	139	165	433	459	1.18E+03	6.6
4r0e_polio_rdrp	ABF51201.1.11_10672	0.007	459	24	0	139	165	432	458	1.18E+03	6.6
4r0e_polio_rdrp	AAL08421.1.1.12_7174	0.014	564	12	0	325	344	438	457	1.45E+03	6.6
4r0e_polio_rdrp	ADL38961.1.11_10887	0.004	470	18	0	138	157	438	457	1.19E+03	6.6
4r0e_polio_rdrp	AJI43737.1.1.6_10133	0.009	323	17	0	141	160	297	316	1.52E+03	6.6
4r0e_polio_rdrp	AOQ26202.1.1.6_10900	0.026	381	51	0	129	191	160	220	1.14E+03	6.6
4r0e_polio_rdrp	AFD64773.1.1.10_10710	0.004	449	24	0	139	164	424	449	1.18E+03	6.6
4r0e_polio_rdrp	ACK37407.1.1.10_10726	0.004	452	26	0	138	165	424	451	1.22E+03	6.6
4r0e_polio_rdrp	ABF51179.1.1.10_10713	0.007	452	25	0	138	165	424	451	1.20E+03	6.6
4r0e_polio_rdrp	ACK37433.1.1.10_10638	0.007	452	24	0	139	165	425	451	1.20E+03	6.6
4r0e_polio_rdrp	AHJ14783.1_6499	0.009	1208	69	1	170	249	467	547	1.50E+03	6.6
4r0e_polio_rdrp	AAL69638.2.1.10_10624	0.007	454	24	0	139	165	427	453	1.21E+03	6.6
4r0e_polio_rdrp	ACK37404.1.11_10685	0.007	460	24	0	139	165	433	459	1.21E+03	6.6
4r0e_polio_rdrp	AUA17935.1.11_10844	0.004	484	17	0	139	157	452	470	1.20E+03	6.6
4r0e_polio_rdrp	APR73490.1.1.5_10914	0.004	462	17	0	139	157	431	449	1.18E+03	6.6
4r0e_polio_rdrp	APR73491.1.1.5_10912	0.004	462	17	0	139	157	431	449	1.18E+03	6.6
4r0e_polio_rdrp	QKO01646.1.1.3_6593	0.008	257	31	1	22	54	5	38	1.25E+03	6.6
4r0e_polio_rdrp	BAA18891.1.15_10585	0.004	457	26	0	138	165	429	456	1.20E+03	6.6
4r0e_polio_rdrp	ASO76148.1.1.5_10247	0.016	447	45	0	232	285	2	57	1.46E+03	6.6
4r0e_polio_rdrp	ASO76150.1.1.1_10247	0.016	447	45	0	232	285	2	57	1.46E+03	6.6
4r0e_polio_rdrp	AAX47042.1.11_10543	0.004	462	25	0	139	165	435	461	1.22E+03	6.6
4r0e_polio_rdrp	CAA73640.1.1.14_7121	0.012	518	49	0	200	255	7	61	1.31E+03	6.6
4r0e_polio_rdrp	ACK37405.1.11_10686	0.007	460	24	0	139	165	433	459	1.24E+03	6.6
4r0e_polio_rdrp	ACK37384.1.1.10_10658	0.007	450	24	0	139	165	423	449	1.23E+03	6.5
4r0e_polio_rdrp	ABF51200.1.1.10_10667	0.007	451	24	0	139	165	424	450	1.23E+03	6.5
4r0e_polio_rdrp	AVM87423.1.1.5_10891	0.002	462	18	1	139	157	434	454	1.22E+03	6.5
4r0e_polio_rdrp	CAA56365.1.1.10_10508	0.004	454	25	0	139	165	427	453	1.25E+03	6.5
4r0e_polio_rdrp	BAA18891.1.1.10_10585	0.004	451	26	0	138	165	423	450	1.23E+03	6.5
4r0e_polio_rdrp	AJG06168.1.1.8_10127	0.019	323	14	0	141	160	299	318	1.55E+03	6.5
4r0e_polio_rdrp	QSV52305.1.1.2_10304	0.022	317	80	2	371	458	1	96	1.19E+03	6.5
4r0e_polio_rdrp	ACK37382.1.1.10_10656	0.007	450	24	0	139	165	423	449	1.22E+03	6.5
4r0e_polio_rdrp	AEL19656.1.1.7_10853	0.004	458	18	0	138	157	426	445	1.25E+03	6.5
4r0e_polio_rdrp	BAM44712.1.1.7_10376	0.009	460	23	0	139	165	433	459	1.23E+03	6.5
4r0e_polio_rdrp	AAC79756.1.1.7_10948	0.013	371	21	0	139	164	343	368	1.20E+03	6.5
4r0e_polio_rdrp	AAX47035.1.1.10_10536	0.004	454	25	0	139	165	427	453	1.25E+03	6.5
4r0e_polio_rdrp	ACK37405.1.1.10_10686	0.007	452	24	0	139	165	425	451	1.26E+03	6.5
4r0e_polio_rdrp	AGU62957.1.1.5_10969	0.015	342	35	0	6	58	11	50	1.22E+03	6.5
4r0e_polio_rdrp	AIM19469.1.1.10_10544	0.004	454	25	0	139	165	427	453	1.26E+03	6.5
4r0e_polio_rdrp	ABF51183.1.1.10_10727	0.002	452	26	0	139	165	425	451	1.25E+03	6.5
4r0e_polio_rdrp	AFS33290.1.1.10_10577	0.007	453	25	0	138	165	425	452	1.25E+03	6.5
4r0e_polio_rdrp	ANW72253.1.1.2_10222	0.026	422	62	2	198	270	190	270	1.59E+03	6.5
4r0e_polio_rdrp	ABF51195.1.1.10_10659	0.007	450	24	0	139	165	423	449	1.25E+03	6.5
4r0e_polio_rdrp	ALG04730.2.11_10608	0.009	461	24	0	138	165	433	460	1.25E+03	6.5
4r0e_polio_rdrp	ABO69372.1.1.10_10651	0.007	450	24	0	139	165	423	449	1.24E+03	6.5
4r0e_polio_rdrp	BAM44714.1.1.7_10378	0.009	460	23	0	139	165	433	459	1.24E+03	6.5
4r0e_polio_rdrp	AAQ02681.1.1.10_10567	0.004	453	25	0	139	165	426	452	1.26E+03	6.5
4r0e_polio_rdrp	ABM54550.1.11_10573	0.004	461	25	0	139	165	434	460	1.26E+03	6.5
4r0e_polio_rdrp	ABF51179.1.11_10713	0.007	460	24	0	139	165	433	459	1.28E+03	6.5
4r0e_polio_rdrp	AAF70829.1.1.10_7135	0.025	560	36	0	218	268	510	560	1.49E+03	6.5
4r0e_polio_rdrp	ACK37404.1.1.10_10685	0.007	450	24	0	139	165	423	449	1.25E+03	6.5
4r0e_polio_rdrp	ABF51189.1.1.10_10661	0.007	450	24	0	139	165	423	449	1.25E+03	6.5
4r0e_polio_rdrp	ACK37387.1.1.10_10665	0.007	452	24	0	139	165	425	451	1.28E+03	6.5
4r0e_polio_rdrp	AAL69636.2.1.10_10490	0.002	454	26	0	139	165	427	453	1.26E+03	6.5
4r0e_polio_rdrp	ANG55949.1_4845	0.011	568	51	0	372	428	77	133	1.51E+03	6.5
4r0e_polio_rdrp	AVN87700.1.1.4_10916	0.004	462	17	0	139	157	431	449	1.23E+03	6.5
4r0e_polio_rdrp	ACK37431.1.1.10_10704	0.007	450	24	0	139	165	423	449	1.24E+03	6.5
4r0e_polio_rdrp	AAA45676.1.1.15_7114	0.019	518	44	1	200	256	7	62	1.39E+03	6.4
4r0e_polio_rdrp	ABK29455.2.1.10_10749	0.007	451	24	0	139	165	424	450	1.27E+03	6.4
4r0e_polio_rdrp	BAM44709.1.1.7_10373	0.009	460	23	0	139	165	433	459	1.25E+03	6.4
4r0e_polio_rdrp	AAQ73087.1.11_10521	0.004	462	25	0	139	165	435	461	1.29E+03	6.4
4r0e_polio_rdrp	ADN95978.2.1.7_10238	0.016	445	26	1	232	264	2	38	1.46E+03	6.4
4r0e_polio_rdrp	AAB70695.1.11_7151	0.007	899	24	0	251	287	481	510	1.50E+03	6.4
4r0e_polio_rdrp	ACK37401.1.1.10_10681	0.007	450	24	0	139	165	423	449	1.28E+03	6.4
4r0e_polio_rdrp	AAC55983.1.1.9_7229	0.019	472	41	0	207	256	21	70	1.41E+03	6.4
4r0e_polio_rdrp	AAA45762.1.11_10700	0.009	460	23	0	139	165	433	459	1.30E+03	6.4
4r0e_polio_rdrp	AGH70217.1.9_7217	0.008	599	46	0	206	256	25	75	1.55E+03	6.4
4r0e_polio_rdrp	AAF05296.1.1.7_7186	0.027	150	2	0	13	18	119	124	1.58E+03	6.4
4r0e_polio_rdrp	AAQ73082.1.11_10501	0.004	462	25	0	139	165	435	461	1.30E+03	6.4
4r0e_polio_rdrp	ATY47701.1.1.9_10805	0.009	449	24	0	138	165	421	448	1.27E+03	6.4
4r0e_polio_rdrp	ASR92125.1_9921	0.010	778	25	0	119	151	414	446	1.73E+03	6.4
4r0e_polio_rdrp	ABF51191.1.11_10650	0.007	460	24	0	139	165	433	459	1.30E+03	6.4
4r0e_polio_rdrp	AAL57904.1.1.8_10815	0.005	366	25	0	139	165	339	365	1.22E+03	6.4
4r0e_polio_rdrp	ACK37383.1.1.10_10657	0.007	452	24	0	139	165	425	451	1.31E+03	6.4
4r0e_polio_rdrp	ABF51181.1.1.10_10721	0.007	451	24	0	139	165	424	450	1.30E+03	6.4
4r0e_polio_rdrp	APT40619.1.1.9_10141	0.009	323	17	0	141	160	298	317	1.57E+03	6.4
4r0e_polio_rdrp	BAP81884.1.11_10930	0.013	471	20	0	139	164	442	467	1.29E+03	6.4
4r0e_polio_rdrp	AEE01039.1.11_10603	0.009	461	23	0	139	165	434	460	1.31E+03	6.4
4r0e_polio_rdrp	ABO69375.1.1.10_10702	0.007	452	24	0	139	165	425	451	1.31E+03	6.4
