hallmark,cluster_id,structure_representative,cluster_member,protlen,plddt,ptm,ictv_sort,ictv_realm,ictv_family,ictv_species,genbank_name,foldseek
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,EF-AMH87649.1_5146_relaxed,235,68.5,0.672,5146,Monodnaviria,Circoviridae,Cyclovirus peka,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,EF-QFR58250.1_5158_relaxed,228,79.9,0.759,5158,Monodnaviria,Circoviridae,Cyclovirus roedor,Gene: cp; Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-UNY50607.1_5175_relaxed,245,79.6,0.71,5175,Monodnaviria,Circoviridae,Cyclovirus ystlum,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37424.1.3_10733_relaxed,236,86.2,0.76,10733,Riboviria,Picornaviridae,Rhinovirus B,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABF51183.1.3_10727_relaxed,236,86.8,0.77,10727,Riboviria,Picornaviridae,Rhinovirus B,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-WBG01477.1_5126_relaxed,221,83.6,0.76,5126,Monodnaviria,Circoviridae,Cyclovirus mier,Product: coat protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ADU76998.1_5091_relaxed,231,80.1,0.72,5091,Monodnaviria,Circoviridae,Cyclovirus bakri,Product: Cap protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AIX11622.1_5097_relaxed,221,82.5,0.74,5097,Monodnaviria,Circoviridae,Cyclovirus doi,Gene: Rep; Product: replicase,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,EF-UUG66206.1_5129_relaxed,223,82.8,0.786,5129,Monodnaviria,Circoviridae,Cyclovirus moosa,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AXU41599.1_12374_relaxed,246,68.0,0.58,12374,Unclassified,Baculoviridae,Alphabaculovirus speridaniae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QEI03574.1_12372_relaxed,246,68.9,0.61,12372,Unclassified,Baculoviridae,Alphabaculovirus ranus,Gene: polh; Product: POLH,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AYN44961.1_12324_relaxed,246,68.2,0.58,12324,Unclassified,Baculoviridae,Alphabaculovirus alterspexiguae,Gene: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACO53451.1_12348_relaxed,246,67.7,0.58,12348,Unclassified,Baculoviridae,Alphabaculovirus eupseudoconspersae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AHH82590.1_12333_relaxed,246,67.3,0.59,12333,Unclassified,Baculoviridae,Alphabaculovirus busuppressariae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AVA31100.1_12369_relaxed,247,69.0,0.59,12369,Unclassified,Baculoviridae,Alphabaculovirus oxochraceae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAB51031.1_12361_relaxed,246,67.6,0.58,12361,Unclassified,Baculoviridae,Alphabaculovirus maconfiguratae,Gene: polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAG53744.2_12349_relaxed,246,68.5,0.59,12349,Unclassified,Baculoviridae,Alphabaculovirus helarmigerae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-UJZ88949.1_12347_relaxed,246,66.5,0.57,12347,Unclassified,Baculoviridae,Alphabaculovirus erankerariae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AJD80691.1_12338_relaxed,246,68.0,0.58,12338,Unclassified,Baculoviridae,Alphabaculovirus chrincludentis,Gene: ORF-1; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ANO40512.1_5069_relaxed,214,77.6,0.7,5069,Monodnaviria,Circoviridae,Circovirus porcine3,Product: capsid,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QSX73452.1_5042_relaxed,212,77.3,0.71,5042,Monodnaviria,Circoviridae,Circovirus gloton,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AHD25488.1_12336_relaxed,245,67.5,0.59,12336,Unclassified,Baculoviridae,Alphabaculovirus chomurinanae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ALR71541.1_12326_relaxed,245,67.4,0.58,12326,Unclassified,Baculoviridae,Alphabaculovirus angemmatalis,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AIS92002.1_12399_relaxed,248,68.2,0.62,12399,Unclassified,Baculoviridae,Betabaculovirus erellonis,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAG27302.1_12409_relaxed,248,68.9,0.61,12409,Unclassified,Baculoviridae,Betabaculovirus pluxylostellae,Gene: Pxorf4; Product: PxORF4 peptide,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QNV47766.1_12323_relaxed,246,68.0,0.58,12323,Unclassified,Baculoviridae,Alphabaculovirus altersperidaniae,Product: occlusion body protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-BAC67252.1_12315_relaxed,246,68.7,0.59,12315,Unclassified,Baculoviridae,Alphabaculovirus adhonmai,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAZ67370.1_12383_relaxed,246,67.5,0.57,12383,Unclassified,Baculoviridae,Alphabaculovirus trini,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAY83932.1_12339_relaxed,246,67.2,0.57,12339,Unclassified,Baculoviridae,Alphabaculovirus chrychalcites,Gene: ORF-1 polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73090.1.3_10502_relaxed,238,86.7,0.77,10502,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAX47041.1.3_10542_relaxed,239,88.9,0.79,10542,Riboviria,Picornaviridae,Enterovirus B,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-BAG70419.1.3_10546_relaxed,239,87.6,0.78,10546,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ02679.1.3_10566_relaxed,239,87.1,0.77,10566,Riboviria,Picornaviridae,Enterovirus C,Vp3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAF33532.1_12376_relaxed,246,66.9,0.59,12376,Unclassified,Baculoviridae,Alphabaculovirus spexiguae,Product: ORF1 polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AIE47733.1_12371_relaxed,246,68.1,0.58,12371,Unclassified,Baculoviridae,Alphabaculovirus pesauciae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AIZ48559.1_12318_relaxed,246,67.0,0.58,12318,Unclassified,Baculoviridae,Alphabaculovirus alteragsegetum,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAR28934.1_12356_relaxed,246,67.4,0.62,12356,Unclassified,Baculoviridae,Alphabaculovirus leseparatae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABK41188.1.3_10539_relaxed,239,87.1,0.78,10539,Riboviria,Picornaviridae,Enterovirus B,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73088.1.3_10522_relaxed,239,87.9,0.78,10522,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAK13071.1.3_10529_relaxed,237,88.6,0.78,10529,Riboviria,Picornaviridae,Enterovirus B,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-CAD38168.2.3_10532_relaxed,239,87.7,0.78,10532,Riboviria,Picornaviridae,Enterovirus B,VP3 protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37384.1.3_10658_relaxed,238,87.6,0.77,10658,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37405.1.3_10686_relaxed,238,87.0,0.78,10686,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37388.1.3_10666_relaxed,238,88.3,0.77,10666,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAX47042.1.3_10543_relaxed,239,89.2,0.79,10543,Riboviria,Picornaviridae,Enterovirus B,1C VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AFV92902.1.3_10582_relaxed,241,87.0,0.77,10582,Riboviria,Picornaviridae,Enterovirus C,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73092.1.3_10526_relaxed,238,86.1,0.77,10526,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ02682.1.3_10568_relaxed,238,87.9,0.77,10568,Riboviria,Picornaviridae,Enterovirus C,Vp3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73097.1.3_10528_relaxed,237,88.3,0.78,10528,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37380.1.3_10719_relaxed,236,88.6,0.78,10719,Riboviria,Picornaviridae,Rhinovirus B,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABF51184.1.3_10714_relaxed,236,88.5,0.77,10714,Riboviria,Picornaviridae,Rhinovirus B,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AKN80945.1_12357_relaxed,249,66.2,0.6,12357,Unclassified,Baculoviridae,Alphabaculovirus lonobliquae,Gene: polh; Product: Polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAL01689.1_12378_relaxed,249,66.7,0.58,12378,Unclassified,Baculoviridae,Alphabaculovirus spliturae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-CAA24461.1.1_10556_relaxed,238,86.6,0.78,10556,Riboviria,Picornaviridae,Enterovirus C,VP3 protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABF51198.1.3_10699_relaxed,238,87.2,0.78,10699,Riboviria,Picornaviridae,Rhinovirus A,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37431.1.3_10704_relaxed,238,88.7,0.78,10704,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37394.1.3_10673_relaxed,238,88.3,0.78,10673,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ02680.1.3_10565_relaxed,238,87.1,0.78,10565,Riboviria,Picornaviridae,Enterovirus C,Vp3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABM54550.1.3_10573_relaxed,241,87.7,0.78,10573,Riboviria,Picornaviridae,Enterovirus C,Vp3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ02683.1.3_10570_relaxed,241,87.3,0.78,10570,Riboviria,Picornaviridae,Enterovirus C,Vp3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AFR46521.1.3_10581_relaxed,241,88.0,0.78,10581,Riboviria,Picornaviridae,Enterovirus C,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABF51186.1.3_10689_relaxed,238,87.9,0.78,10689,Riboviria,Picornaviridae,Rhinovirus A,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37383.1.3_10657_relaxed,238,87.7,0.77,10657,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37397.1.3_10676_relaxed,238,89.2,0.77,10676,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37375.1.3_10646_relaxed,238,87.0,0.78,10646,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73076.1.3_10510_relaxed,237,88.3,0.78,10510,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73095.1.3_10505_relaxed,238,87.7,0.78,10505,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ73084.1.3_10518_relaxed,238,86.7,0.77,10518,Riboviria,Picornaviridae,Enterovirus B,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-CAA24465.1.3_10557_relaxed,238,87.5,0.78,10557,Riboviria,Picornaviridae,Enterovirus C,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-UJO02097.1_5081_relaxed,210,80.8,0.7,5081,Monodnaviria,Circoviridae,Circovirus tzinaka,Product: Cap,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-UUG66208.1_5083_relaxed,212,79.5,0.74,5083,Monodnaviria,Circoviridae,Circovirus wesa,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ21599.1_12395_relaxed,248,66.0,0.62,12395,Unclassified,Baculoviridae,Betabaculovirus cryleucotretae,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAK70668.1_12396_relaxed,248,69.5,0.6,12396,Unclassified,Baculoviridae,Betabaculovirus cypomonellae,Gene: orf1 granulin; Product: ORF1 granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABO69521.1.3_10706_relaxed,238,88.3,0.78,10706,Riboviria,Picornaviridae,Rhinovirus A,1C (VP3),cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37427.1.3_10703_relaxed,238,87.6,0.78,10703,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AEG75268.1.3_10707_relaxed,239,88.7,0.78,10707,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACK37377.1.3_10648_relaxed,241,86.0,0.77,10648,Riboviria,Picornaviridae,Rhinovirus A,1C,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGR57038.1_12337_relaxed,245,67.0,0.6,12337,Unclassified,Baculoviridae,Alphabaculovirus chorosaceanae,Gene: polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ91696.1_12319_relaxed,245,67.7,0.6,12319,Unclassified,Baculoviridae,Alphabaculovirus alterchofumiferanae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ANF29650.1_12334_relaxed,250,66.3,0.59,12334,Unclassified,Baculoviridae,Alphabaculovirus capomonae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAB97154.1_12385_relaxed,243,68.4,0.58,12385,Unclassified,Baculoviridae,Alphabaculovirus wisignatae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ88174.1_12345_relaxed,246,68.1,0.59,12345,Unclassified,Baculoviridae,Alphabaculovirus ecobliquae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AXU41448.1_12322_relaxed,246,67.2,0.59,12322,Unclassified,Baculoviridae,Alphabaculovirus altermyunipunctae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGE89856.1_12377_relaxed,248,67.9,0.59,12377,Unclassified,Baculoviridae,Alphabaculovirus splittoralis,Product: major occlusion protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACH69351.1_12406_relaxed,248,68.8,0.61,12406,Unclassified,Baculoviridae,Betabaculovirus myunipunctae,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAM94988.1_12321_relaxed,246,66.4,0.59,12321,Unclassified,Baculoviridae,Alphabaculovirus altermaconfiguratae,Gene: polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGA16163.1_12381_relaxed,245,67.7,0.58,12381,Unclassified,Baculoviridae,Alphabaculovirus thorichlaceae,Gene: ph; Product: ph protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AER41427.1_12398_relaxed,248,68.9,0.61,12398,Unclassified,Baculoviridae,Betabaculovirus epaporemae,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-BAE72290.1_12353_relaxed,245,69.2,0.61,12353,Unclassified,Baculoviridae,Alphabaculovirus hycuneae,Gene: polh; Product: Polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABB96246.2_12410_relaxed,249,67.0,0.6,12410,Unclassified,Baculoviridae,Betabaculovirus spliturae,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAM70199.1_12407_relaxed,248,70.4,0.63,12407,Unclassified,Baculoviridae,Betabaculovirus phoperculellae,Gene: PhopGV001; Product: major occlusion protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AKS25344.1_12388_relaxed,248,65.5,0.61,12388,Unclassified,Baculoviridae,Betabaculovirus alterclanastomosis,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAC59002.1_12368_relaxed,245,67.0,0.58,12368,Unclassified,Baculoviridae,Alphabaculovirus orpseudotsugatae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AKR17274.1_12384_relaxed,246,66.4,0.56,12384,Unclassified,Baculoviridae,Alphabaculovirus urprotei,Gene: polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAQ11021.1_12362_relaxed,246,67.6,0.58,12362,Unclassified,Baculoviridae,Alphabaculovirus maconfiguratae,Gene: polh; Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QED40529.1_12320_relaxed,246,67.5,0.57,12320,Unclassified,Baculoviridae,Alphabaculovirus alterchrincludentis,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AKC91626.1_12355_relaxed,246,66.8,0.59,12355,Unclassified,Baculoviridae,Alphabaculovirus lafiscellariae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAP29795.1_12335_relaxed,244,64.1,0.58,12335,Unclassified,Baculoviridae,Alphabaculovirus chofumiferanae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAN28081.1_12373_relaxed,245,64.0,0.53,12373,Unclassified,Baculoviridae,Alphabaculovirus raous,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QDL56929.1_12344_relaxed,245,68.9,0.59,12344,Unclassified,Baculoviridae,Alphabaculovirus dijunonis,Gene: polh; Product: POLH,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABF50243.1_12327_relaxed,245,67.8,0.58,12327,Unclassified,Baculoviridae,Alphabaculovirus anpernyi,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AQQ80271.1_12389_relaxed,248,68.3,0.61,12389,Unclassified,Baculoviridae,Betabaculovirus altermyunipunctae,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAC63683.1_12331_relaxed,245,68.5,0.58,12331,Unclassified,Baculoviridae,Alphabaculovirus bomori,Product: Polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAK85565.1_12346_relaxed,245,68.1,0.6,12346,Unclassified,Baculoviridae,Alphabaculovirus eppostvittanae,Gene: pol; Product: Pol,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AAA66638.1_12329_relaxed,245,67.8,0.58,12329,Unclassified,Baculoviridae,Alphabaculovirus aucalifornicae,Gene: Ac-PH; Product: major occlusion body protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-QOD39964.1_12404_relaxed,248,67.2,0.61,12404,Unclassified,Baculoviridae,Betabaculovirus maphaseoli,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGQ20260.1_12393_relaxed,248,70.9,0.62,12393,Unclassified,Baculoviridae,Betabaculovirus clanastomosis,Product: granulin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACQ57191.1_12332_relaxed,245,68.5,0.58,12332,Unclassified,Baculoviridae,Alphabaculovirus bomori,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ABY65727.1_12367_relaxed,246,66.4,0.61,12367,Unclassified,Baculoviridae,Alphabaculovirus orleucostigmae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGO59223.1_5142_relaxed,222,84.9,0.75,5142,Monodnaviria,Circoviridae,Cyclovirus nhanloai,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ADD62478.1_5092_relaxed,222,84.2,0.75,5092,Monodnaviria,Circoviridae,Cyclovirus bashri,Gene: cap; Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-UJO02084.1_5172_relaxed,226,81.7,0.73,5172,Monodnaviria,Circoviridae,Cyclovirus vespertilio,Product: Cap,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AFS65284.1_5168_relaxed,219,80.3,0.74,5168,Monodnaviria,Circoviridae,Cyclovirus tonbo,Product: putative capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AHI42031.2_5106_relaxed,237,82.1,0.72,5106,Monodnaviria,Circoviridae,Cyclovirus humana,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AII82238.1_5104_relaxed,223,79.8,0.71,5104,Monodnaviria,Circoviridae,Cyclovirus gato,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ADO85550.2.4_10419_relaxed,223,85.7,0.79,10419,Riboviria,Picornaviridae,Hunnivirus A,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACA05181.1.4_10344_relaxed,219,86.3,0.77,10344,Riboviria,Picornaviridae,Bovine rhinitis B virus,VP3,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,EF-UDN67407.1_5169_relaxed,229,82.3,0.754,5169,Monodnaviria,Circoviridae,Cyclovirus totoi,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,EF-UJO02082.1_5131_relaxed,226,82.4,0.765,5131,Monodnaviria,Circoviridae,Cyclovirus murcielago,Product: Cap,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGJ74757.1_5138_relaxed,219,82.0,0.74,5138,Monodnaviria,Circoviridae,Cyclovirus namu,Product: capsid protein,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-AGR56753.1_12352_relaxed,246,67.9,0.57,12352,Unclassified,Baculoviridae,Alphabaculovirus heleucae,Product: polyhedrin,cluster
6c_8e86_polio_vp3_sjr,3,CF-BAS29593.1.4_10461_relaxed,CF-ACI28703.1_12316_relaxed,246,68.1,0.59,12316,Unclassified,Baculoviridae,Alphabaculovirus agipsilonis,Product: polyhedrin,cluster
